#Nombre	DiaAten	ModelId		T.Servicio	Penalty
191_PR_3	-4	1	60	407784
101_PR_2	-3	1	60	407784
1_PR_1	-2	1	90	450766
341_SA_5	-6	1	70	460066
102_SA_2	-3	2	120	470546
2_SA_1	-2	2	90	473152
103_SA_2	-3	3	120	476858
104_LC_2	-3	4	120	492764
271_PR_4	-5	1	60	498950
105_LC_2	-3	5	200	511778
342_PR_5	-6	2	60	514056
192_PR_3	-4	2	130	518648
193_LC_3	-4	3	70	528974
272_LC_4	-5	2	130	546456
273_LC_4	-5	3	90	560214
343_LC_5	-6	3	45	562650
274_SA_4	-5	4	60	564114
3_SA_1	1	3	75	284473
106_NU_2	-3	6	75	569100
107_PR_2	2	7	30	293383
344_LC_5	-6	4	120	594538
108_LC_2	-3	8	10	594538
345_SA_5	-6	5	150	597500
194_PR_3	-4	4	20	599624
4_LC_1	-2	4	120	606056
195_SA_3	3	5	150	307384
5_SA_1	-2	5	90	617798
197_SA_3	-4	6	120	617798
346_LC_5	-6	6	70	617798
199_SA_3	-4	7	80	617798
196_PR_3	-4	8	45	617798
198_SA_3	-4	9	60	617798
6_SA_1	-2	6	30	624706
200_SA_3	-4	10	60	624706
201_LC_3	-4	11	270	624706
347_SA_5	-6	7	20	626198
7_SA_1	-2	7	290	628022
202_SA_3	3	12	180	314011
8_SA_1	-2	8	60	628022
110_SA_2	2	9	120	314011
111_SA_2	-3	10	120	628022
112_SA_2	2	11	60	314011
109_SA_2	-3	12	110	628022
114_SA_2	-3	13	60	628022
113_SA_2	-3	14	60	628022
203_SA_3	-4	13	45	628022
115_PR_2	-3	15	90	631032
348_SA_5	-6	8	60	635064
349_SA_5	-6	9	15	635064
9_SA_1	-2	9	360	645346
10_SA_1	-2	10	60	645346
13_SA_1	-2	11	60	645346
14_SA_1	-2	12	90	645346
350_SA_5	-6	10	180	645346
12_SA_1	-2	13	75	645346
204_SA_3	-4	14	80	645346
205_SA_3	-4	15	60	645346
352_PR_5	-6	11	70	645346
11_SA_1	-2	14	120	645346
275_SA_4	-5	5	90	645346
276_SA_4	-5	6	60	645346
277_SA_4	-5	7	120	645346
120_SA_2	-3	16	55	645346
279_SA_4	-5	8	300	645346
280_NU_4	-5	9	60	645346
119_SA_2	-3	17	60	645346
124_SA_2	-3	18	30	645346
121_LC_2	-3	19	45	645346
122_SA_2	-3	20	50	645346
351_SA_5	-6	12	60	645346
118_SA_2	-3	21	120	645346
278_PR_4	4	10	150	322673
116_SA_2	-3	22	60	645346
117_SA_2	-3	23	140	645346
123_SA_2	2	24	50	322673
15_SA_1	-2	15	240	649690
125_SA_2	-3	25	60	652160
281_PR_4	-5	11	70	652160
282_LC_4	-5	12	90	653178
127_PR_2	-3	26	80	657370
206_PR_3	-4	16	35	657370
126_PR_2	-3	27	180	657370
353_SA_5	-6	13	5	664708
354_PR_5	-6	14	30	666306
16_SA_1	-2	16	110	666554
207_SA_3	-4	17	50	666554
128_SA_2	-3	28	120	666892
17_NU_1	-2	17	180	670624
129_NU_2	-3	29	120	670624
283_SA_4	-5	13	180	674580
355_LC_5	-6	15	150	675024
130_SA_2	-3	30	90	675024
356_SA_5	-6	16	150	678382
131_PR_2	-3	31	215	678822
18_SA_1	-2	18	90	679612
208_SA_3	-4	18	90	679612
209_SA_3	-4	19	45	679612
132_SA_2	-3	32	20	679612
19_SA_1	-2	19	180	679618
210_SA_3	-4	20	180	679618
284_SA_4	-5	14	240	679618
134_SA_2	-3	33	60	681230
133_SA_2	-3	34	90	681230
357_SA_5	-6	17	60	681230
285_SA_4	-5	15	60	681858
135_SA_2	2	35	60	341111
20_SA_1	1	20	60	341111
136_LC_2	-3	36	30	682898
286_PR_4	-5	16	60	682992
360_LC_5	-6	18	10	682992
358_PR_5	-6	19	70	682992
137_PR_2	-3	37	150	682992
359_LC_5	-6	20	10	682992
361_SA_5	-6	21	10	682992
21_NU_1	-2	21	90	683416
211_NU_3	-4	21	40	683416
362_PR_5	-6	22	240	684600
22_PR_1	1	22	60	347285
213_LC_3	-4	22	90	694570
139_PR_2	-3	38	60	694570
140_SA_2	-3	39	50	694570
288_SA_4	-5	17	60	694570
287_PR_4	-5	18	90	694570
212_SA_3	3	23	40	347285
138_VI_2	-3	40	90	694570
363_VI_5	5	23	10	349120
214_VI_3	-4	24	25	698240
215_PR_3	3	25	45	349397
23_SA_1	-2	23	90	703530
24_PR_1	-2	24	100	704178
289_LC_4	-5	19	110	707126
25_PR_1	-2	25	90	707220
141_NU_2	-3	41	150	708270
26_NU_1	-2	26	420	708270
27_LC_1	1	27	180	356151
216_SA_3	3	26	80	356690
28_SA_1	-2	28	30	723076
29_SA_1	1	29	60	364873
364_PR_5	-6	24	1	730682
217_SA_3	-4	27	150	731610
365_SA_5	-6	25	120	731610
290_SA_4	-5	20	60	731610
291_SA_4	-5	21	150	733596
292_PR_4	-5	22	50	738198
293_PR_4	4	23	165	369099
294_SA_4	-5	24	90	742534
142_LC_2	-3	42	50	749230
218_SA_3	-4	28	120	752872
219_SA_3	-4	29	90	752872
143_SA_2	-3	43	180	752872
144_SA_2	-3	44	90	756300
145_LC_2	-3	45	60	760252
146_SA_2	-3	46	165	760252
147_LC_2	-3	47	30	760252
220_PR_3	-4	30	60	760252
30_PR_1	-2	30	60	762470
295_LC_4	-5	25	60	763770
366_SA_5	-6	26	20	764568
32_SA_1	-2	31	90	767674
31_SA_1	1	32	90	383837
367_PR_5	-6	27	15	768370
33_LC_1	-2	33	150	769990
221_PR_3	-4	31	35	772858
296_SA_4	-5	26	90	775478
222_PR_3	-4	32	60	780920
223_PR_3	-4	33	40	783214
224_PR_3	-4	34	50	786890
34_LC_1	-2	34	80	787060
148_SA_2	-3	48	90	791534
368_PR_5	-6	28	5	792392
369_SA_5	-6	29	120	795388
370_SA_5	-6	30	140	795388
225_SA_3	-4	35	80	797636
35_SA_1	-2	35	105	797636
297_SA_4	4	27	100	399025
36_LC_1	-2	36	60	798528
298_PR_4	-5	28	120	804924
150_SA_2	-3	49	120	808060
149_SA_2	-3	50	235	808060
151_SA_2	-3	51	120	813330
38_PR_1	-2	37	80	816276
371_PR_5	-6	31	30	816276
37_PR_1	-2	38	60	816276
39_LC_1	-2	39	90	820588
226_PR_3	-4	36	65	822712
372_LC_5	-6	32	60	825086
227_LC_3	-4	37	120	825890
40_SA_1	-2	40	60	826344
228_SA_3	-4	38	100	834108
152_LC_2	2	52	1	418118
41_LC_1	-2	41	120	837316
42_PR_1	-2	42	60	837316
299_LC_4	-5	29	60	837882
43_SA_1	-2	43	207	838888
300_SA_4	-5	30	105	844064
301_SA_4	-5	31	75	849200
44_PR_1	1	44	25	424625
153_PR_2	-3	53	230	850614
302_SA_4	-5	32	90	853688
373_SA_5	-6	33	60	854006
154_PR_2	2	54	170	429164
374_PR_5	-6	34	105	858328
155_SA_2	2	55	240	429485
375_PR_5	-6	35	170	859766
229_SA_3	-4	39	60	860066
156_PR_2	-3	56	80	860192
45_VI_1	-2	45	75	860268
46_SA_1	-2	46	90	870450
47_SA_1	1	47	90	435225
230_PR_3	-4	40	30	875304
303_LC_4	-5	33	60	876672
376_PR_5	-6	36	75	878898
304_VI_4	-5	34	120	880266
231_SA_3	3	41	80	440133
49_SA_1	-2	48	60	880266
306_SA_4	-5	35	270	880266
305_PR_4	4	36	25	440133
377_PR_5	-6	37	30	880266
157_SA_2	-3	57	150	880266
48_SA_1	-2	49	60	880266
232_PR_3	-4	42	120	880266
307_SA_4	-5	37	120	883432
233_SA_3	-4	43	40	889126
378_PR_5	-6	38	30	890988
234_LC_3	-4	44	60	893196
235_LC_3	-4	45	120	893470
379_LC_5	-6	39	60	896184
50_LC_1	-2	50	80	897278
158_PR_2	-3	58	85	899230
236_VI_3	-4	46	90	899732
308_PR_4	-5	38	30	899736
237_PR_3	-4	47	70	899736
159_SA_2	-3	59	55	901366
51_SA_1	-2	51	90	901366
160_PR_2	-3	60	60	901518
309_PR_4	-5	39	60	902966
310_PR_4	-5	40	120	902966
161_LC_2	-3	61	180	903152
238_SA_3	3	48	60	451844
162_SA_2	-3	62	1	905562
239_SA_3	-4	49	180	908078
52_PR_1	-2	52	30	910124
240_PR_3	-4	50	60	910124
53_NU_1	-2	53	90	911934
311_PR_4	-5	41	60	914098
241_SA_3	-4	51	20	914858
55_LC_1	-2	54	60	915466
54_LC_1	-2	55	60	915466
312_PR_4	4	42	50	460786
56_LC_1	-2	56	150	922016
313_PR_4	-5	43	50	928372
163_PR_2	-3	63	120	928372
164_NU_2	-3	64	90	930332
314_SA_4	-5	44	20	930462
380_LC_5	-6	40	234	934508
59_SA_1	-2	57	60	939954
57_SA_1	-2	58	60	939954
58_SA_1	-2	59	60	939954
165_SA_2	-3	65	120	940068
60_LC_1	-2	60	90	941244
167_SA_2	-3	66	60	942300
64_SA_1	1	61	10	471150
62_SA_1	-2	62	150	942300
61_SA_1	-2	63	30	942300
166_SA_2	-3	67	40	942300
65_SA_1	-2	64	30	942300
63_SA_1	-2	65	75	942300
381_SA_5	-6	41	60	942300
242_LC_3	-4	52	40	942334
315_SA_4	-5	45	180	944198
316_NU_4	-5	46	60	948634
66_PR_1	-2	66	75	951298
168_SA_2	-3	68	60	952896
67_SA_1	-2	67	60	955438
317_LC_4	4	47	45	479221
243_SA_3	-4	53	120	965438
318_SA_4	-5	48	240	965438
68_SA_1	-2	68	120	966754
69_VI_1	-2	69	60	968636
382_PR_5	-6	42	30	968776
319_PR_4	-5	49	90	971166
71_PR_1	-2	70	520	975308
70_SA_1	-2	71	180	975308
170_SA_2	-3	69	120	975308
244_SA_3	-4	54	80	975308
169_LC_2	-3	70	135	975308
171_PR_2	-3	71	65	978716
172_NU_2	2	72	60	490305
321_SA_4	-5	50	240	983570
383_SA_5	-6	43	240	983570
73_PR_1	-2	72	120	983570
72_SA_1	-2	73	195	983570
320_SA_4	4	51	120	491785
322_SA_4	-5	52	90	983570
245_SA_3	-4	55	160	1007164
384_SA_5	-6	44	240	1007164
323_SA_4	-5	53	120	1007164
246_LC_3	-4	56	100	1010956
247_SA_3	-4	57	90	1012834
74_SA_1	-2	74	60	1015070
75_SA_1	1	75	75	508583
174_SA_2	-3	73	360	1017166
173_SA_2	-3	74	55	1017166
175_SA_2	-3	75	90	1017166
385_SA_5	-6	45	60	1017166
248_SA_3	-4	58	60	1017254
176_SA_2	-3	76	90	1017504
177_PR_2	-3	77	50	1019224
249_SA_3	-4	59	75	1019472
76_SA_1	-2	76	100	1021382
250_SA_3	-4	60	60	1021476
77_SA_1	1	77	120	510738
178_NU_2	-3	78	20	1021562
324_SA_4	-5	54	130	1024834
325_PR_4	-5	55	180	1031526
386_SA_5	5	46	90	517253
179_PR_2	-3	79	100	1034724
251_PR_3	-4	61	60	1037198
180_LC_2	2	80	60	518839
326_SA_4	-5	56	1	1040236
78_SA_1	1	78	60	520118
79_SA_1	1	79	100	520118
181_LC_2	-3	81	120	1040236
252_SA_3	-4	62	55	1040236
387_SA_5	-6	47	90	1048724
80_SA_1	1	80	90	526265
81_SA_1	1	81	60	526289
388_SA_5	-6	48	60	1052764
389_SA_5	-6	49	90	1057104
253_SA_3	-4	63	60	1057104
82_VI_1	1	82	30	528653
390_LC_5	-6	50	180	1058128
255_PR_3	-4	64	150	1059734
254_PR_3	-4	65	60	1059734
256_PR_3	-4	66	90	1071252
257_SA_3	-4	67	5	1074384
258_SA_3	-4	68	120	1077954
83_SA_1	1	83	240	538977
327_SA_4	-5	57	120	1084430
84_LC_1	1	84	15	542284
85_PR_1	1	85	70	544050
86_PR_1	1	86	90	544667
259_SA_3	3	69	110	544739
260_SA_3	-4	70	120	1096960
261_SA_3	-4	71	90	1097904
87_SA_1	1	87	60	551938
262_SA_3	-4	72	120	1103876
88_LC_1	1	88	120	553161
328_LC_4	-5	58	120	1106702
329_LC_4	-5	59	90	1106702
182_LC_2	-3	82	60	1109282
183_NU_2	-3	83	20	1110800
263_SA_3	-4	73	60	1121254
184_SA_2	-3	84	15	1121254
185_SA_2	2	85	35	566012
331_SA_4	-5	60	160	1132024
330_SA_4	-5	61	120	1132024
264_SA_3	-4	74	65	1136700
186_PR_2	2	86	120	571191
187_SA_2	-3	87	210	1149652
89_PR_1	1	89	70	577203
90_SA_1	1	90	90	577731
391_LC_5	-6	51	75	1162582
393_PR_5	-6	52	150	1168700
91_PR_1	1	91	120	584350
392_PR_5	-6	53	35	1168700
188_VI_2	-3	88	100	1188602
332_PR_4	-5	62	120	1208402
265_PR_3	-4	75	100	1218708
92_SA_1	1	92	60	611180
333_VI_4	-5	63	90	1223748
394_PR_5	-6	54	75	1229278
93_SA_1	1	93	90	620957
94_NU_1	1	94	160	650569
95_SA_1	1	95	140	658537
334_SA_4	-5	64	30	1336734
96_VI_1	1	96	50	671634
98_PR_1	1	97	10	671794
97_PR_1	1	98	20	671794
335_SA_4	-5	65	30	1344014
266_SA_3	-4	76	80	1352896
99_SA_1	1	99	75	676721
267_NU_3	-4	77	50	1402286
336_VI_4	-5	66	240	1414998
337_PR_4	-5	67	1	1424256
395_SA_5	-6	55	90	1429832
338_SA_4	-5	68	60	1429832
396_SA_5	-6	56	60	1431874
397_SA_5	-6	57	10	1431874
268_SA_3	3	78	90	741820
398_NU_5	-6	58	150	1499240
340_SA_4	4	69	60	749620
339_SA_4	-5	70	140	1499240
189_PR_2	-3	89	80	1499240
399_SA_5	-6	59	60	1508778
190_SA_2	-3	90	30	1508778
100_PR_1	1	100	60	757330
269_SA_3	3	79	40	770594
400_PR_5	5	60	45	776038
270_PR_3	-4	80	75	1851794
