param: place penalty service :=
1 2 1171 60
2 2 6192 130
3 3 542 70
4 2 53681 20
5 1 10565 150
6 1 52908 120
7 1 36876 80
8 2 53548 45
9 1 50940 60
10 1 2615 60
11 3 10515 270
12 1 62418 180
13 1 43727 45
14 1 2903 80
15 1 4285 60
16 2 112643 35
17 1 11973 50
18 1 5344 90
19 1 13920 45
20 1 89965 180
21 5 19311 40
22 3 42197 90
23 1 51974 40
24 4 11590 25
25 2 57804 45
26 1 17118 80
27 1 1261 150
28 1 2996 120
29 1 8275 90
30 2 2798 60
31 2 37704 35
32 2 44824 60
33 2 55176 40
34 2 13261 50
35 1 831 80
36 2 58292 65
37 3 8721 120
38 1 57256 100
39 1 14449 60
40 2 21772 30
41 1 10053 80
42 2 3510 120
43 1 51280 40
44 3 19435 60
45 3 83 120
46 4 15114 90
47 2 46322 70
48 1 9498 60
49 1 47375 180
50 2 9384 60
51 1 50527 20
52 3 40389 40
53 1 4903 120
54 1 13968 80
55 1 6919 160
56 3 2974 100
57 1 59530 90
58 1 240 60
59 1 44620 75
60 1 41524 60
61 2 11033 60
62 1 12327 55
63 1 45956 60
64 2 56134 150
65 2 47666 60
66 2 4538 90
67 1 12190 5
68 1 14456 120
69 1 7407 110
70 1 4682 120
71 1 6028 90
72 1 771 120
73 1 55238 60
74 1 50131 65
75 2 37951 100
76 1 12424 80
77 5 15683 50
78 1 14281 90
79 1 286977 40
80 2 25472 75
81 1 4402 50
82 1 8412 120
83 1 1590 120
84 5 6364 150
85 1 14038 180
86 1 1818 90
87 1 1910 165
88 1 5358 90
89 1 560 235
90 2 19402 85
91 2 3470 120
92 3 6172 135
93 6 0 0
94 6 0 0
95 6 0 0
;
