param: place penalty service :=
1 1 7999 70
2 2 4774 60
3 3 56534 45
4 3 39878 120
5 1 4519 150
6 3 68757 70
7 1 42988 20
8 1 13455 60
9 1 9825 15
10 1 13276 180
11 2 8516 70
12 1 1749 60
13 1 18054 5
14 2 56843 30
15 3 385 150
16 1 3245 150
17 1 51892 60
18 3 39380 10
19 2 49666 70
20 3 52631 10
21 1 47828 10
22 2 47905 240
23 4 5510 10
24 2 16014 1
25 1 7166 120
26 1 20373 20
27 2 43773 15
28 2 17694 5
29 1 62089 120
30 1 34058 140
31 2 60492 30
32 3 54359 60
33 1 8660 60
34 2 49401 105
35 2 51286 170
36 2 51124 75
37 2 7554 30
38 2 45595 30
39 3 41929 60
40 3 322 234
41 1 39524 60
42 2 3981 30
43 1 53466 240
44 1 5393 240
45 1 58333 60
46 1 49123 90
47 1 52487 90
48 1 1547 60
49 1 53357 90
50 3 2915 180
51 3 45803 75
52 2 50691 150
53 2 46712 35
54 2 52288 75
55 1 2115 90
56 1 61701 60
57 1 43202 10
58 5 19304 150
59 1 52057 60
60 2 52995 45
61 2 6264 150
62 1 6286 150
63 4 4382 120
64 1 6626 270
65 2 2876 25
66 1 1438 180
67 1 970 240
68 2 4036 90
69 4 1110 240
70 1 1022 60
71 6 0 0
72 6 0 0
73 6 0 0
;
