param: place penalty service :=
1 2 10256 60
2 3 59944 130
3 3 7062 90
4 1 51039 60
5 1 4887 90
6 1 13566 60
7 1 1668 120
8 1 4406 300
9 5 13103 60
10 2 3132 150
11 2 62917 70
12 3 22147 90
13 1 6414 180
14 1 99569 240
15 1 49144 60
16 2 44488 60
17 1 50253 60
18 2 61482 90
19 3 28218 110
20 1 3919 60
21 1 3143 150
22 2 4395 50
23 2 7960 165
24 1 31992 90
25 3 6779 60
26 1 40412 90
27 1 10922 100
28 2 3501 120
29 3 3353 60
30 1 61766 105
31 1 4274 75
32 1 56250 90
33 3 52273 60
34 4 2191 120
35 1 3313 270
36 2 1438 25
37 1 44218 120
38 2 38722 30
39 2 48069 60
40 2 44187 120
41 2 43530 60
42 2 201406 50
43 2 14842 50
44 1 5101 20
45 1 719 180
46 5 18872 60
47 3 51551 45
48 1 485 240
49 2 2018 90
50 1 45784 240
51 1 45745 120
52 1 57765 90
53 1 3121 120
54 1 49562 130
55 2 1950 180
56 1 4311 1
57 1 25033 120
58 3 46746 120
59 3 36672 90
60 1 56861 160
61 1 52637 120
62 2 13907 120
63 4 35449 90
64 1 5095 30
65 1 14206 30
66 4 555 240
67 2 4906 1
68 1 511 60
69 1 4570 60
70 1 20959 140
71 2 2342 60
72 3 1084 70
73 3 21030 270
74 1 5806 80
75 1 2522 150
76 1 1662 80
77 2 7020 120
78 3 166 120
79 3 5948 100
80 1 1542 120
81 6 0 0
82 6 0 0
83 6 0 0
;
