#cliente	day	place	penalty	service
191_PR_3	3	2	2464	60
101_PR_2	2	2	2456	60
1_PR_1	1	2	453	90
341_SA_5	5	1	1343	70
102_SA_2	2	1	3807	120
2_SA_1	1	1	57885	90
103_SA_2	2	1	49032	120
104_LC_2	2	3	364	120
271_PR_4	4	2	26232	60
105_LC_2	2	3	44897	200
342_PR_5	5	2	527	60
192_PR_3	3	2	3688	130
193_LC_3	3	3	1647	70
272_LC_4	4	3	57226	130
273_LC_4	4	3	3203	90
343_LC_5	5	3	49186	45
274_SA_4	4	1	45455	60
3_SA_1	1	1	45465	75
106_NU_2	2	5	69579	75
107_PR_2	2	2	43761	30
344_LC_5	5	3	60951	120
108_LC_2	2	3	65564	10
345_SA_5	5	1	290	150
194_PR_3	3	2	53679	20
4_LC_1	1	3	1691	120
195_SA_3	3	1	2818	150
5_SA_1	1	1	64338	90
197_SA_3	3	1	49906	120
346_LC_5	5	3	60888	70
199_SA_3	3	1	48706	80
196_PR_3	3	2	62142	45
198_SA_3	3	1	65426	60
6_SA_1	1	1	5236	30
200_SA_3	3	1	5861	60
201_LC_3	3	3	7221	270
347_SA_5	5	1	48540	20
7_SA_1	1	1	39505	290
202_SA_3	3	1	48599	180
8_SA_1	1	1	39530	60
110_SA_2	2	1	36831	120
111_SA_2	2	1	48163	120
112_SA_2	2	1	51243	60
109_SA_2	2	1	57979	110
114_SA_2	2	1	61455	60
113_SA_2	2	1	39817	60
203_SA_3	3	1	44950	45
115_PR_2	2	2	58273	90
348_SA_5	5	1	6238	60
349_SA_5	5	1	6217	15
9_SA_1	1	1	599	360
10_SA_1	1	1	565	60
13_SA_1	1	1	704	60
14_SA_1	1	1	524	90
350_SA_5	5	1	870	180
12_SA_1	1	1	857	75
204_SA_3	3	1	689	80
205_SA_3	3	1	642	60
352_PR_5	5	2	405	70
11_SA_1	1	1	556	120
275_SA_4	4	1	766	90
276_SA_4	4	1	771	60
277_SA_4	4	1	707	120
120_SA_2	2	1	681	55
279_SA_4	4	1	608	300
280_NU_4	4	5	725	60
119_SA_2	2	1	505	60
124_SA_2	2	1	633	30
