#Nombre	DiaAten	ModelId		T.Servicio	Penalty
191_PR_3	-4	1	60	646184
101_PR_2	-3	1	60	646184
1_PR_1	-2	1	90	686394
341_SA_5	5	1	70	345626
102_SA_2	-3	2	120	706242
2_SA_1	-2	2	90	707006
103_SA_2	-3	3	120	712328
104_LC_2	-3	4	120	720164
271_PR_4	-5	1	60	725350
105_LC_2	-3	5	200	730316
342_PR_5	-6	2	60	732098
192_PR_3	-4	2	130	734672
193_LC_3	-4	3	70	739764
272_LC_4	-5	2	130	740716
273_LC_4	-5	3	90	741100
343_LC_5	-6	3	45	743396
274_SA_4	-5	4	60	744640
3_SA_1	-2	3	75	744900
106_NU_2	-3	6	75	748092
107_PR_2	-3	7	30	751096
344_LC_5	-6	4	120	751648
108_LC_2	-3	8	10	751648
345_SA_5	-6	5	150	752164
194_PR_3	-4	4	20	758502
4_LC_1	-2	4	120	759238
195_SA_3	-4	5	150	760984
5_SA_1	-2	5	90	761010
197_SA_3	-4	6	120	761010
346_LC_5	-6	6	70	761010
199_SA_3	-4	7	80	761010
196_PR_3	-4	8	45	761010
198_SA_3	-4	9	60	761010
6_SA_1	-2	6	30	762684
200_SA_3	-4	10	60	762684
201_LC_3	-4	11	270	762684
347_SA_5	-6	7	20	763196
7_SA_1	-2	7	290	764458
202_SA_3	-4	12	180	764458
8_SA_1	-2	8	60	764458
110_SA_2	-3	9	120	764458
111_SA_2	-3	10	120	764458
112_SA_2	-3	11	60	764458
109_SA_2	-3	12	110	764458
114_SA_2	-3	13	60	764458
113_SA_2	-3	14	60	764458
203_SA_3	-4	13	45	764458
115_PR_2	-3	15	90	766112
348_SA_5	-6	8	60	768406
349_SA_5	-6	9	15	768406
9_SA_1	-2	9	360	770500
10_SA_1	1	10	60	385250
13_SA_1	-2	11	60	770500
14_SA_1	-2	12	90	770500
350_SA_5	-6	10	180	770500
12_SA_1	-2	13	75	770500
204_SA_3	-4	14	80	770500
205_SA_3	-4	15	60	770500
352_PR_5	-6	11	70	770500
11_SA_1	-2	14	120	770500
275_SA_4	-5	5	90	770500
276_SA_4	-5	6	60	770500
277_SA_4	-5	7	120	770500
120_SA_2	-3	16	55	770500
279_SA_4	-5	8	300	770500
280_NU_4	-5	9	60	770500
119_SA_2	-3	17	60	770500
124_SA_2	-3	18	30	770500
121_LC_2	-3	19	45	770500
122_SA_2	-3	20	50	770500
351_SA_5	-6	12	60	770500
118_SA_2	-3	21	120	770500
278_PR_4	4	10	150	385250
116_SA_2	-3	22	60	770500
117_SA_2	-3	23	140	770500
123_SA_2	-3	24	50	770500
15_SA_1	-2	15	240	771536
125_SA_2	-3	25	60	774684
281_PR_4	-5	11	70	774684
282_LC_4	-5	12	90	776796
127_PR_2	-3	26	80	777094
206_PR_3	-4	16	35	777094
126_PR_2	-3	27	180	777094
353_SA_5	-6	13	5	779296
354_PR_5	-6	14	30	781638
16_SA_1	-2	16	110	785692
207_SA_3	-4	17	50	785692
128_SA_2	-3	28	120	786064
17_NU_1	-2	17	180	786320
129_NU_2	-3	29	120	786320
283_SA_4	-5	13	180	787516
355_LC_5	-6	15	150	790056
130_SA_2	-3	30	90	790056
356_SA_5	-6	16	150	793468
131_PR_2	-3	31	215	794672
18_SA_1	-2	18	90	799004
208_SA_3	3	18	90	399502
209_SA_3	-4	19	45	799004
132_SA_2	-3	32	20	799004
19_SA_1	-2	19	180	800226
210_SA_3	-4	20	180	800226
284_SA_4	-5	14	240	800226
134_SA_2	-3	33	60	800830
133_SA_2	-3	34	90	800830
357_SA_5	5	17	60	400415
285_SA_4	-5	15	60	801752
135_SA_2	-3	35	60	803502
20_SA_1	-2	20	60	803502
136_LC_2	-3	36	30	803700
286_PR_4	-5	16	60	805208
360_LC_5	-6	18	10	805208
358_PR_5	-6	19	70	805208
137_PR_2	-3	37	150	805208
359_LC_5	-6	20	10	805208
361_SA_5	-6	21	10	805208
21_NU_1	-2	21	90	805778
211_NU_3	3	21	40	402889
362_PR_5	-6	22	240	807964
22_PR_1	-2	22	60	808164
213_LC_3	-4	22	90	808164
139_PR_2	-3	38	60	808164
140_SA_2	-3	39	50	808164
288_SA_4	-5	17	60	808164
287_PR_4	-5	18	90	808164
212_SA_3	-4	23	40	808164
138_VI_2	-3	40	90	808164
363_VI_5	-6	23	10	808278
214_VI_3	3	24	25	404139
215_PR_3	-4	25	45	809104
23_SA_1	1	23	90	404744
24_PR_1	-2	24	100	809928
289_LC_4	4	19	110	405120
25_PR_1	-2	25	90	810660
141_NU_2	-3	41	150	810662
26_NU_1	-2	26	420	810662
27_LC_1	1	27	180	405366
216_SA_3	-4	26	80	810824
28_SA_1	-2	28	30	811410
29_SA_1	1	29	60	406619
364_PR_5	-6	24	1	813288
217_SA_3	-4	27	150	814560
365_SA_5	-6	25	120	814560
290_SA_4	-5	20	60	814560
291_SA_4	-5	21	150	814934
292_PR_4	-5	22	50	816884
293_PR_4	-5	23	165	816884
294_SA_4	-5	24	90	817068
142_LC_2	-3	42	50	818232
218_SA_3	-4	28	120	820062
219_SA_3	-4	29	90	820062
143_SA_2	-3	43	180	820062
144_SA_2	-3	44	90	822346
145_LC_2	-3	45	60	822736
146_SA_2	-3	46	165	822736
147_LC_2	-3	47	30	822736
220_PR_3	3	30	60	411368
30_PR_1	1	30	60	411774
295_LC_4	-5	25	60	823704
366_SA_5	-6	26	20	825216
32_SA_1	-2	31	90	826296
31_SA_1	-2	32	90	826296
367_PR_5	-6	27	15	827556
33_LC_1	-2	33	150	828776
221_PR_3	-4	31	35	829270
296_SA_4	-5	26	90	829394
222_PR_3	-4	32	60	830366
223_PR_3	-4	33	40	831518
224_PR_3	-4	34	50	833704
34_LC_1	-2	34	80	834284
148_SA_2	-3	48	90	834524
368_PR_5	-6	28	5	834544
369_SA_5	-6	29	120	835098
370_SA_5	-6	30	140	835098
225_SA_3	-4	35	80	835454
35_SA_1	-2	35	105	835454
297_SA_4	-5	27	100	835616
36_LC_1	-2	36	60	836396
298_PR_4	-5	28	120	836676
150_SA_2	-3	49	120	836776
149_SA_2	-3	50	235	836776
151_SA_2	-3	51	120	837044
38_PR_1	1	37	80	419438
371_PR_5	-6	31	30	838876
37_PR_1	-2	38	60	838876
39_LC_1	-2	39	90	840846
226_PR_3	-4	36	65	840900
372_LC_5	-6	32	60	841040
227_LC_3	-4	37	120	842278
40_SA_1	-2	40	60	844308
228_SA_3	-4	38	100	844916
152_LC_2	-3	52	1	847270
41_LC_1	-2	41	120	847458
42_PR_1	-2	42	60	847458
299_LC_4	-5	29	60	847478
43_SA_1	-2	43	207	848410
300_SA_4	-5	30	105	848544
301_SA_4	-5	31	75	848558
44_PR_1	-2	44	25	849034
153_PR_2	2	53	230	424643
302_SA_4	-5	32	90	850254
373_SA_5	5	33	60	425519
154_PR_2	-3	54	170	851048
374_PR_5	-6	34	105	851048
155_SA_2	-3	55	240	852984
375_PR_5	-6	35	170	853800
229_SA_3	-4	39	60	854022
156_PR_2	-3	56	80	854194
45_VI_1	-2	45	75	855990
46_SA_1	-2	46	90	856298
47_SA_1	-2	47	90	856298
230_PR_3	-4	40	30	857484
303_LC_4	-5	33	60	857520
376_PR_5	-6	36	75	857726
304_VI_4	-5	34	120	857792
231_SA_3	-4	41	80	857792
49_SA_1	1	48	60	428896
306_SA_4	-5	35	270	857792
305_PR_4	-5	36	25	857792
