#Nombre	DiaAten	ModelId		T.Servicio	Penalty
191_PR_3	-4	1	60	549368
101_PR_2	-3	1	60	549368
1_PR_1	-2	1	90	584716
341_SA_5	-6	1	70	601550
102_SA_2	-3	2	120	607022
2_SA_1	1	2	90	305962
103_SA_2	-3	3	120	614152
104_LC_2	-3	4	120	626764
271_PR_4	-5	1	60	629730
105_LC_2	-3	5	200	635862
342_PR_5	-6	2	60	641644
192_PR_3	-4	2	130	646866
193_LC_3	-4	3	70	648222
272_LC_4	-5	2	130	651650
273_LC_4	-5	3	90	662522
343_LC_5	-6	3	45	674778
274_SA_4	-5	4	60	676642
3_SA_1	1	3	75	340858
106_NU_2	-3	6	75	683094
107_PR_2	-3	7	30	685538
344_LC_5	-6	4	120	693596
108_LC_2	-3	8	10	693596
345_SA_5	-6	5	150	696088
194_PR_3	-4	4	20	696478
4_LC_1	-2	4	120	698300
195_SA_3	-4	5	150	702790
5_SA_1	-2	5	90	703088
197_SA_3	-4	6	120	703088
346_LC_5	-6	6	70	703088
199_SA_3	-4	7	80	703088
196_PR_3	-4	8	45	703088
198_SA_3	-4	9	60	703088
6_SA_1	-2	6	30	707816
200_SA_3	-4	10	60	707816
201_LC_3	-4	11	270	707816
347_SA_5	-6	7	20	708066
7_SA_1	-2	7	290	710418
202_SA_3	-4	12	180	710418
8_SA_1	-2	8	60	710418
110_SA_2	-3	9	120	710418
111_SA_2	-3	10	120	710418
112_SA_2	-3	11	60	710418
109_SA_2	-3	12	110	710418
114_SA_2	-3	13	60	710418
113_SA_2	-3	14	60	710418
203_SA_3	-4	13	45	710418
115_PR_2	-3	15	90	721698
348_SA_5	-6	8	60	723382
349_SA_5	-6	9	15	723382
9_SA_1	1	9	360	362012
10_SA_1	-2	10	60	724024
13_SA_1	-2	11	60	724024
14_SA_1	-2	12	90	724024
350_SA_5	-6	10	180	724024
12_SA_1	-2	13	75	724024
204_SA_3	-4	14	80	724024
205_SA_3	-4	15	60	724024
352_PR_5	5	11	70	362012
11_SA_1	1	14	120	362012
275_SA_4	-5	5	90	724024
