#cliente	day	place	penalty	service
191_PR_3	3	2	2232	60
101_PR_2	2	2	1999	60
1_PR_1	1	2	435	90
341_SA_5	5	1	2703	70
102_SA_2	2	1	2694	120
2_SA_1	1	1	59356	90
103_SA_2	2	1	58950	120
104_LC_2	2	3	303	120
271_PR_4	4	2	30053	60
105_LC_2	2	3	50287	200
342_PR_5	5	2	648	60
192_PR_3	3	2	3038	130
193_LC_3	3	3	2793	70
272_LC_4	4	3	60095	130
273_LC_4	4	3	2547	90
343_LC_5	5	3	71312	45
274_SA_4	4	1	65690	60
3_SA_1	1	1	47096	75
106_NU_2	2	5	73697	75
107_PR_2	2	2	57058	30
344_LC_5	5	3	72052	120
108_LC_2	2	3	69558	10
345_SA_5	5	1	154	150
194_PR_3	3	2	43502	20
4_LC_1	1	3	1619	120
195_SA_3	3	1	2730	150
5_SA_1	1	1	59246	90
197_SA_3	3	1	18756	120
346_LC_5	5	3	57890	70
199_SA_3	3	1	35519	80
196_PR_3	3	2	42940	45
198_SA_3	3	1	45656	60
6_SA_1	1	1	3875	30
200_SA_3	3	1	2918	60
201_LC_3	3	3	5590	270
347_SA_5	5	1	61864	20
7_SA_1	1	1	51412	290
202_SA_3	3	1	57085	180
8_SA_1	1	1	41899	60
110_SA_2	2	1	65385	120
111_SA_2	2	1	66044	120
112_SA_2	2	1	41498	60
109_SA_2	2	1	58526	110
114_SA_2	2	1	38858	60
113_SA_2	2	1	18017	60
203_SA_3	3	1	36183	45
115_PR_2	2	2	27659	90
348_SA_5	5	1	5989	60
349_SA_5	5	1	6540	15
9_SA_1	1	1	778	360
10_SA_1	1	1	822	60
13_SA_1	1	1	674	60
14_SA_1	1	1	517	90
350_SA_5	5	1	532	180
12_SA_1	1	1	543	75
204_SA_3	3	1	813	80
205_SA_3	3	1	906	60
352_PR_5	5	2	881	70
11_SA_1	1	1	691	120
275_SA_4	4	1	740	90
276_SA_4	4	1	434	60
277_SA_4	4	1	379	120
120_SA_2	2	1	708	55
279_SA_4	4	1	740	300
280_NU_4	4	5	834	60
119_SA_2	2	1	258	60
124_SA_2	2	1	493	30
121_LC_2	2	3	274	45
122_SA_2	2	1	343	50
351_SA_5	5	1	511	60
118_SA_2	2	1	752	120
278_PR_4	4	2	917	150
116_SA_2	2	1	538	60
117_SA_2	2	1	409	140
123_SA_2	2	1	277	50
15_SA_1	1	1	64392	240
125_SA_2	2	1	45502	60
281_PR_4	4	2	41683	70
282_LC_4	4	3	35407	90
127_PR_2	2	2	88322	80
206_PR_3	3	2	126808	35
126_PR_2	2	2	93011	180
353_SA_5	5	1	198	5
354_PR_5	5	2	42256	30
16_SA_1	1	1	354	110
207_SA_3	3	1	215	50
128_SA_2	2	1	299	120
17_NU_1	1	5	1269	180
129_NU_2	2	5	1097	120
283_SA_4	4	1	1606	180
355_LC_5	5	3	1966	150
130_SA_2	2	1	1415	90
356_SA_5	5	1	324	150
131_PR_2	2	2	22261	215
18_SA_1	1	1	637	90
208_SA_3	3	1	1001	90
209_SA_3	3	1	659	45
132_SA_2	2	1	1643	20
19_SA_1	1	1	113951	180
210_SA_3	3	1	123183	180
284_SA_4	4	1	49207	240
