#Nombre	DiaAten	ModelId		T.Servicio	Penalty
191_PR_3	-4	1	60	328988
101_PR_2	-3	1	60	328988
1_PR_1	-2	1	90	410916
341_SA_5	-6	1	70	429890
102_SA_2	-3	2	120	458582
2_SA_1	-2	2	90	460688
103_SA_2	-3	3	120	486030
104_LC_2	-3	4	120	491624
271_PR_4	-5	1	60	494194
105_LC_2	-3	5	200	495860
342_PR_5	-6	2	60	497510
192_PR_3	-4	2	130	497600
193_LC_3	-4	3	70	502726
272_LC_4	-5	2	130	523836
273_LC_4	-5	3	90	525496
343_LC_5	-6	3	45	526168
274_SA_4	-5	4	60	527724
3_SA_1	-2	3	75	530274
106_NU_2	-3	6	75	533086
107_PR_2	-3	7	30	535290
344_LC_5	-6	4	120	540700
108_LC_2	-3	8	10	540700
345_SA_5	-6	5	150	552884
194_PR_3	-4	4	20	556376
4_LC_1	-2	4	120	558182
195_SA_3	-4	5	150	565020
5_SA_1	-2	5	90	566288
197_SA_3	-4	6	120	566288
346_LC_5	-6	6	70	566288
199_SA_3	-4	7	80	566288
196_PR_3	-4	8	45	566288
198_SA_3	-4	9	60	566288
6_SA_1	-2	6	30	567186
200_SA_3	-4	10	60	567186
201_LC_3	-4	11	270	567186
347_SA_5	-6	7	20	577760
7_SA_1	-2	7	290	578112
202_SA_3	-4	12	180	578112
8_SA_1	1	8	60	289056
110_SA_2	-3	9	120	578112
111_SA_2	-3	10	120	578112
112_SA_2	-3	11	60	578112
109_SA_2	-3	12	110	578112
114_SA_2	-3	13	60	578112
113_SA_2	-3	14	60	578112
203_SA_3	-4	13	45	578112
115_PR_2	-3	15	90	582582
348_SA_5	-6	8	60	583098
349_SA_5	-6	9	15	583098
9_SA_1	-2	9	360	588330
10_SA_1	-2	10	60	588330
13_SA_1	-2	11	60	588330
14_SA_1	-2	12	90	588330
350_SA_5	-6	10	180	588330
12_SA_1	-2	13	75	588330
204_SA_3	-4	14	80	588330
205_SA_3	-4	15	60	588330
352_PR_5	-6	11	70	588330
11_SA_1	1	14	120	294165
275_SA_4	-5	5	90	588330
276_SA_4	-5	6	60	588330
277_SA_4	-5	7	120	588330
120_SA_2	-3	16	55	588330
279_SA_4	-5	8	300	588330
280_NU_4	-5	9	60	588330
119_SA_2	-3	17	60	588330
124_SA_2	-3	18	30	588330
121_LC_2	-3	19	45	588330
122_SA_2	-3	20	50	588330
351_SA_5	-6	12	60	588330
118_SA_2	-3	21	120	588330
278_PR_4	-5	10	150	588330
116_SA_2	-3	22	60	588330
117_SA_2	2	23	140	294165
123_SA_2	-3	24	50	588330
15_SA_1	-2	15	240	591286
125_SA_2	-3	25	60	592452
281_PR_4	-5	11	70	592452
282_LC_4	-5	12	90	593448
127_PR_2	-3	26	80	597836
206_PR_3	-4	16	35	597836
126_PR_2	-3	27	180	597836
353_SA_5	-6	13	5	600330
354_PR_5	-6	14	30	602094
16_SA_1	-2	16	110	609256
207_SA_3	-4	17	50	609256
128_SA_2	-3	28	120	614094
17_NU_1	-2	17	180	620662
129_NU_2	-3	29	120	620662
283_SA_4	-5	13	180	622876
355_LC_5	-6	15	150	623382
130_SA_2	-3	30	90	623382
356_SA_5	-6	16	150	634890
131_PR_2	-3	31	215	637042
18_SA_1	-2	18	90	637226
208_SA_3	-4	18	90	637226
209_SA_3	-4	19	45	637226
132_SA_2	-3	32	20	637226
19_SA_1	-2	19	180	640172
210_SA_3	-4	20	180	640172
284_SA_4	-5	14	240	640172
134_SA_2	-3	33	60	641964
133_SA_2	-3	34	90	641964
357_SA_5	-6	17	60	641964
285_SA_4	-5	15	60	642684
135_SA_2	-3	35	60	643296
20_SA_1	-2	20	60	643296
136_LC_2	-3	36	30	646368
286_PR_4	-5	16	60	647042
360_LC_5	-6	18	10	647042
358_PR_5	-6	19	70	647042
137_PR_2	-3	37	150	647042
359_LC_5	-6	20	10	647042
361_SA_5	-6	21	10	647042
21_NU_1	-2	21	90	653276
211_NU_3	-4	21	40	653276
362_PR_5	-6	22	240	657718
22_PR_1	-2	22	60	662336
213_LC_3	-4	22	90	662336
139_PR_2	-3	38	60	662336
140_SA_2	-3	39	50	662336
288_SA_4	-5	17	60	662336
287_PR_4	-5	18	90	662336
212_SA_3	-4	23	40	662336
138_VI_2	-3	40	90	662336
363_VI_5	-6	23	10	664026
214_VI_3	-4	24	25	664026
215_PR_3	-4	25	45	664306
23_SA_1	-2	23	90	674510
24_PR_1	-2	24	100	675622
289_LC_4	-5	19	110	680640
25_PR_1	-2	25	90	680688
141_NU_2	-3	41	150	682884
26_NU_1	-2	26	420	682884
27_LC_1	1	27	180	341905
216_SA_3	-4	26	80	685392
28_SA_1	1	28	30	347677
29_SA_1	1	29	60	348633
364_PR_5	-6	24	1	698018
217_SA_3	-4	27	150	699790
365_SA_5	-6	25	120	699790
290_SA_4	-5	20	60	699790
291_SA_4	-5	21	150	702528
292_PR_4	-5	22	50	704666
293_PR_4	-5	23	165	704666
294_SA_4	-5	24	90	711628
142_LC_2	-3	42	50	714654
218_SA_3	3	28	120	357787
219_SA_3	3	29	90	357787
143_SA_2	-3	43	180	715574
144_SA_2	2	44	90	357856
145_LC_2	-3	45	60	722376
146_SA_2	-3	46	165	722376
147_LC_2	-3	47	30	722376
220_PR_3	-4	30	60	722376
30_PR_1	-2	30	60	723942
295_LC_4	-5	25	60	728290
366_SA_5	-6	26	20	730402
32_SA_1	-2	31	90	733416
31_SA_1	-2	32	90	733416
367_PR_5	-6	27	15	733982
33_LC_1	-2	33	150	735032
221_PR_3	-4	31	35	738644
296_SA_4	-5	26	90	742144
222_PR_3	-4	32	60	742176
223_PR_3	-4	33	40	745096
224_PR_3	-4	34	50	750138
34_LC_1	-2	34	80	755424
148_SA_2	-3	48	90	755982
368_PR_5	-6	28	5	756104
369_SA_5	-6	29	120	759194
370_SA_5	-6	30	140	759194
225_SA_3	-4	35	80	760192
35_SA_1	-2	35	105	760192
297_SA_4	-5	27	100	760662
36_LC_1	-2	36	60	763514
298_PR_4	-5	28	120	763752
150_SA_2	-3	49	120	765448
149_SA_2	-3	50	235	765448
151_SA_2	-3	51	120	766368
38_PR_1	-2	37	80	767278
371_PR_5	-6	31	30	767278
37_PR_1	-2	38	60	767278
39_LC_1	-2	39	90	770702
226_PR_3	-4	36	65	779126
372_LC_5	-6	32	60	779512
227_LC_3	-4	37	120	781344
40_SA_1	-2	40	60	782136
228_SA_3	-4	38	100	786428
152_LC_2	-3	52	1	787122
41_LC_1	-2	41	120	789258
42_PR_1	-2	42	60	789258
299_LC_4	-5	29	60	790430
43_SA_1	-2	43	207	790470
300_SA_4	-5	30	105	795738
301_SA_4	-5	31	75	797590
