#cliente	day	place	penalty	service
191_PR_3	3	2	2926	60
101_PR_2	2	2	2055	60
1_PR_1	1	2	419	90
341_SA_5	5	1	2234	70
102_SA_2	2	1	3954	120
2_SA_1	1	1	38035	90
103_SA_2	2	1	23942	120
104_LC_2	2	3	338	120
271_PR_4	4	2	17100	60
105_LC_2	2	3	54714	200
342_PR_5	5	2	500	60
192_PR_3	3	2	5514	130
193_LC_3	3	3	1990	70
272_LC_4	4	3	51636	130
273_LC_4	4	3	2788	90
343_LC_5	5	3	23547	45
274_SA_4	4	1	61826	60
3_SA_1	1	1	59183	75
106_NU_2	2	5	43505	75
107_PR_2	2	2	69326	30
344_LC_5	5	3	63049	120
108_LC_2	2	3	47317	10
345_SA_5	5	1	223	150
194_PR_3	3	2	40449	20
4_LC_1	1	3	3006	120
195_SA_3	3	1	2349	150
5_SA_1	1	1	28034	90
197_SA_3	3	1	64742	120
346_LC_5	5	3	74091	70
199_SA_3	3	1	85353	80
196_PR_3	3	2	64436	45
198_SA_3	3	1	44368	60
6_SA_1	1	1	5641	30
200_SA_3	3	1	4355	60
201_LC_3	3	3	5917	270
347_SA_5	5	1	73559	20
7_SA_1	1	1	64018	290
202_SA_3	3	1	39682	180
8_SA_1	1	1	28852	60
110_SA_2	2	1	39204	120
111_SA_2	2	1	76207	120
112_SA_2	2	1	45963	60
109_SA_2	2	1	32112	110
114_SA_2	2	1	60004	60
113_SA_2	2	1	37983	60
203_SA_3	3	1	62333	45
115_PR_2	2	2	63575	90
348_SA_5	5	1	5187	60
349_SA_5	5	1	8256	15
9_SA_1	1	1	469	360
10_SA_1	1	1	895	60
13_SA_1	1	1	805	60
14_SA_1	1	1	671	90
350_SA_5	5	1	783	180
12_SA_1	1	1	744	75
204_SA_3	3	1	643	80
205_SA_3	3	1	928	60
352_PR_5	5	2	527	70
11_SA_1	1	1	897	120
275_SA_4	4	1	645	90
276_SA_4	4	1	745	60
277_SA_4	4	1	742	120
120_SA_2	2	1	373	55
279_SA_4	4	1	587	300
280_NU_4	4	5	745	60
119_SA_2	2	1	735	60
124_SA_2	2	1	901	30
121_LC_2	2	3	686	45
122_SA_2	2	1	470	50
351_SA_5	5	1	576	60
118_SA_2	2	1	603	120
278_PR_4	4	2	516	150
116_SA_2	2	1	868	60
117_SA_2	2	1	876	140
123_SA_2	2	1	754	50
15_SA_1	1	1	54354	240
125_SA_2	2	1	67591	60
281_PR_4	4	2	55132	70
282_LC_4	4	3	34916	90
127_PR_2	2	2	128364	80
206_PR_3	3	2	122894	35
126_PR_2	2	2	117316	180
353_SA_5	5	1	190	5
354_PR_5	5	2	38745	30
16_SA_1	1	1	141	110
207_SA_3	3	1	106	50
128_SA_2	2	1	219	120
17_NU_1	1	5	553	180
129_NU_2	2	5	103	120
283_SA_4	4	1	1659	180
355_LC_5	5	3	1748	150
130_SA_2	2	1	1465	90
356_SA_5	5	1	338	150
131_PR_2	2	2	47672	215
18_SA_1	1	1	1223	90
208_SA_3	3	1	1047	90
209_SA_3	3	1	1231	45
132_SA_2	2	1	1791	20
19_SA_1	1	1	90840	180
210_SA_3	3	1	118402	180
284_SA_4	4	1	98113	240
134_SA_2	2	1	49446	60
133_SA_2	2	1	22862	90
357_SA_5	5	1	76350	60
285_SA_4	4	1	47212	60
135_SA_2	2	1	52138	60
20_SA_1	1	1	47617	60
136_LC_2	2	3	430	30
286_PR_4	4	2	43456	60
360_LC_5	5	3	39181	10
358_PR_5	5	2	42307	70
137_PR_2	2	2	54471	150
359_LC_5	5	3	66771	10
361_SA_5	5	1	55274	10
21_NU_1	1	5	28289	90
211_NU_3	3	5	16368	40
362_PR_5	5	2	35638	240
22_PR_1	1	2	64452	60
213_LC_3	3	3	63460	90
139_PR_2	2	2	54193	60
140_SA_2	2	1	74521	50
288_SA_4	4	1	37387	60
287_PR_4	4	2	69184	90
212_SA_3	3	1	35898	40
138_VI_2	2	4	66309	90
363_VI_5	5	4	2212	10
214_VI_3	3	4	3688	25
215_PR_3	3	2	39682	45
23_SA_1	1	1	12548	90
24_PR_1	1	2	3131	100
289_LC_4	4	3	31863	110
25_PR_1	1	2	4656	90
141_NU_2	2	5	381	150
26_NU_1	1	5	89	420
27_LC_1	1	3	1461	180
216_SA_3	3	1	17156	80
28_SA_1	1	1	367	30
29_SA_1	1	1	40631	60
364_PR_5	5	2	2222	1
217_SA_3	3	1	1086	150
365_SA_5	5	1	886	120
290_SA_4	4	1	210	60
291_SA_4	4	1	2577	150
292_PR_4	4	2	2136	50
293_PR_4	4	2	2093	165
