param n_cols := 274;
param col_ini : 1 2 3 4 5 :=
1	39	68	85	60	4
2	27	85	13	58	78
3	34	73	66	40	24
4	34	73	66	40	24
5	77	64	27	40	2
6	65	66	14	48	83
7	7	89	60	3	24
8	48	30	63	83	42
9	62	42	36	86	81
10	58	83	3	62	47
11	76	67	19	32	50
12	20	10	35	18	72
13	39	64	12	63	67
14	36	25	77	17	51
15	10	90	62	51	35
16	32	61	80	11	75
17	10	3	73	22	25
18	25	65	48	44	23
19	26	29	77	34	67
20	81	4	39	7	32
21	34	29	47	45	4
22	28	18	84	25	19
23	52	70	38	82	81
24	30	68	29	9	52
25	22	28	72	63	60
26	39	14	59	78	88
27	42	82	69	18	35
28	33	80	57	84	30
29	68	79	72	19	40
30	17	7	88	47	79
31	73	59	22	86	28
32	1	57	2	85	11
33	82	33	71	9	37
34	37	77	56	40	90
35	83	59	73	50	66
36	45	63	20	16	14
37	66	24	51	50	84
38	79	38	36	28	58
39	34	4	71	73	64
40	18	34	86	88	69
41	78	79	56	84	5
42	76	52	45	9	67
43	65	44	22	71	60
44	66	32	71	8	38
45	31	66	83	16	85
46	89	43	62	76	26
47	51	46	84	68	6
48	21	38	88	44	51
49	25	75	27	33	50
50	1	13	56	75	58
51	15	52	57	24	3
52	16	10	18	68	7
53	16	73	2	46	78
54	84	31	90	12	34
55	39	72	42	10	23
56	61	27	60	48	10
57	80	69	57	35	9
58	15	8	24	70	53
59	58	83	52	44	17
60	76	8	60	31	37
61	13	14	26	24	77
62	23	3	59	64	78
63	4	36	83	87	15
64	81	7	36	87	30
65	59	25	37	45	26
66	59	80	56	90	41
67	72	21	65	6	29
68	52	33	40	60	20
69	41	6	82	78	67
70	48	3	58	20	77
71	58	29	71	3	49
72	55	54	100	101	102
73	66	74	100	101	102
74	45	46	1	71	17
75	11	13	23	30	63
76	28	40	32	46	34
77	83	53	42	9	100
78	19	9	8	69	44
79	40	10	30	48	23
80	8	50	22	20	37
81	43	57	100	101	102
82	67	47	76	48	1
83	76	89	69	36	8
84	61	14	66	68	76
85	82	71	85	51	11
86	8	16	3	18	67
87	24	85	48	43	100
88	88	16	17	40	27
89	49	3	84	73	100
90	43	49	100	101	102
91	18	9	24	62	81
92	86	62	38	41	39
93	13	32	9	35	48
94	68	75	35	76	4
95	68	79	90	64	58
96	12	19	27	39	45
97	38	53	62	32	1
98	15	13	1	83	11
99	45	5	100	101	102
100	88	61	100	101	102
101	89	21	38	7	54
102	81	80	41	27	6
103	75	67	49	85	100
104	26	72	40	33	100
105	70	79	76	100	101
106	26	83	77	2	23
107	49	57	100	101	102
108	86	81	80	47	32
109	79	86	59	72	80
110	39	30	85	61	100
111	22	62	89	65	50
112	13	75	33	14	11
113	30	60	59	70	23
114	69	84	19	37	82
115	19	63	1	79	67
116	90	17	68	16	86
117	20	10	40	25	11
118	64	46	10	66	100
119	69	56	35	34	20
120	50	4	52	73	71
121	16	35	27	14	28
122	36	3	12	30	35
123	20	15	68	90	46
124	6	39	51	40	10
125	87	55	100	101	102
126	15	31	100	101	102
127	36	42	63	58	35
128	17	16	62	59	37
129	76	65	67	62	10
130	38	82	58	39	30
131	11	9	25	68	78
132	32	51	12	41	78
133	3	2	100	101	102
134	48	66	1	37	6
135	4	36	88	82	52
136	14	71	81	24	2
137	24	67	71	80	61
138	24	50	90	11	30
139	1	68	56	75	44
140	20	51	100	101	102
141	18	79	100	101	102
142	2	25	59	11	73
143	20	44	100	101	102
144	78	63	79	17	84
145	44	18	39	100	101
146	1	71	48	44	33
147	13	68	30	44	85
148	56	39	19	75	9
149	39	14	56	58	64
150	1	75	66	57	12
151	88	80	52	53	47
152	26	53	100	101	102
153	76	62	12	59	65
154	67	8	72	79	33
155	37	41	100	101	102
156	52	61	100	101	102
157	70	9	100	101	102
158	48	85	46	73	19
159	16	6	59	70	27
160	29	60	100	101	102
161	6	58	78	50	11
162	71	83	56	63	85
163	90	70	100	101	102
164	59	23	65	72	51
165	24	50	33	100	101
166	22	50	59	78	79
167	6	27	100	101	102
168	6	53	100	101	102
169	38	81	100	101	102
170	65	13	32	85	70
171	67	19	70	89	42
172	43	87	100	101	102
173	62	7	81	45	100
174	8	60	71	41	30
175	23	59	70	83	72
176	81	69	100	101	102
177	23	56	1	8	5
178	3	12	100	101	102
179	34	16	100	101	102
180	41	86	100	101	102
181	2	70	100	101	102
182	29	71	100	101	102
183	33	76	72	39	60
184	74	68	100	101	102
185	42	8	56	81	16
186	42	61	100	101	102
187	82	8	100	101	102
188	75	46	100	101	102
189	72	83	33	1	79
190	30	18	10	77	8
191	14	74	100	101	102
192	24	67	71	47	8
193	83	54	100	101	102
194	44	70	100	101	102
195	18	73	100	101	102
196	45	36	8	53	22
197	16	55	100	101	102
198	29	27	100	101	102
199	9	75	51	100	101
200	35	50	100	101	102
201	50	12	100	101	102
202	72	79	100	101	102
203	9	16	17	33	100
204	13	20	100	101	102
205	4	21	100	101	102
206	34	20	100	101	102
207	23	70	20	64	78
208	8	39	26	29	47
209	10	90	22	67	18
210	70	34	100	101	102
211	66	64	56	71	18
212	46	50	100	101	102
213	22	51	59	64	60
214	79	31	100	101	102
215	23	51	59	16	13
216	14	20	100	101	102
217	65	75	32	12	18
218	3	35	100	101	102
219	7	54	58	71	72
220	65	28	100	101	102
221	83	53	100	101	102
222	51	44	47	21	52
223	59	34	67	77	41
224	21	80	100	101	102
225	57	18	77	45	47
226	86	64	79	70	100
227	16	3	100	101	102
228	20	46	100	101	102
229	70	46	100	101	102
230	35	12	44	84	60
231	78	39	46	73	59
232	11	3	19	66	60
233	41	83	100	101	102
234	47	4	80	35	50
235	68	3	100	101	102
236	19	3	100	101	102
237	19	25	51	20	44
238	70	14	78	27	38
239	62	17	100	101	102
240	80	36	54	78	100
241	48	33	16	67	90
242	31	89	100	101	102
243	42	38	88	100	101
244	47	15	56	39	38
245	87	62	100	101	102
246	1	31	77	60	62
247	48	76	75	33	85
248	57	34	14	84	11
249	75	50	20	51	24
250	76	57	73	89	78
251	3	70	100	101	102
252	39	31	100	101	102
253	3	57	100	101	102
254	36	21	79	29	60
255	30	43	100	101	102
256	63	78	31	77	100
257	1	89	100	101	102
258	40	84	23	43	18
259	46	49	100	101	102
260	35	20	100	101	102
261	24	2	67	1	29
262	74	20	100	101	102
263	35	17	100	101	102
264	63	41	79	100	101
265	89	64	100	101	102
266	89	37	27	20	100
267	17	13	32	67	2
268	35	28	100	101	102
269	68	47	58	86	27
270	68	22	75	35	19
271	81	61	100	101	102
272	57	33	100	101	102
273	33	3	100	101	102
274	3	57	100	101	102
;
