param: place penalty service :=
1 2 2092 60
2 1 4115 120
3 1 64321 120
4 3 410 120
5 3 61656 200
6 5 45429 75
7 2 41130 30
8 3 60773 10
9 1 44641 120
10 1 51855 120
11 1 40323 60
12 1 29255 110
13 1 32253 60
14 1 49778 60
15 2 34776 90
16 1 369 55
17 1 571 60
18 1 661 30
19 3 700 45
20 1 585 50
21 1 933 120
22 1 480 60
23 1 682 140
24 1 760 50
25 1 49409 60
26 2 134559 80
27 2 88633 180
28 1 183 120
29 5 1280 120
30 1 1651 90
31 2 56013 215
32 1 1812 20
33 1 40620 60
34 1 40878 90
35 1 57481 60
36 3 299 30
37 2 63958 150
38 2 29538 60
39 1 28887 50
40 4 61074 90
41 5 472 150
42 3 4297 50
43 1 2291 180
44 1 360 90
45 3 205 60
46 1 210 165
47 3 175 30
48 1 10834 90
49 1 1340 120
50 1 1954 235
51 1 85212 120
52 3 2135 1
53 2 22916 230
54 2 20601 170
55 1 68465 240
56 2 45680 80
57 1 1238 150
58 2 1031 85
59 1 3779 55
60 2 53953 60
61 3 48798 180
62 1 4303 1
63 2 1672 120
64 5 2218 90
65 1 54531 120
66 1 72505 60
67 1 61615 40
68 1 608 60
69 1 6052 120
70 3 19471 135
71 2 9796 65
72 5 63855 60
73 1 39789 360
74 1 48886 55
75 1 73290 90
76 1 1392 90
77 2 108 50
78 5 191 20
79 2 76818 100
80 3 36132 60
81 3 1162 120
82 3 50304 60
83 5 580 20
84 1 65757 15
85 1 63978 35
86 2 210 120
87 1 55270 210
88 4 100 100
89 2 7351 80
90 1 51344 30
91 3 4616 120
92 1 1204 360
93 1 580 60
94 1 2100 90
95 1 922 75
96 1 1380 120
97 1 442 110
98 5 2472 180
99 2 1586 90
100 5 780 420
101 1 682 30
102 1 566 105
103 3 4392 90
104 3 5048 120
105 2 6158 60
106 1 6526 207
107 1 120 90
108 1 288 90
109 1 1654 60
110 1 5214 90
111 3 2414 60
112 3 172 150
113 2 596 75
114 1 286 60
115 1 600 60
116 2 182 70
117 1 3102 60
118 1 108 90
119 1 154 75
120 6 0 0
121 6 0 0
122 6 0 0
;
