param n_cols := 279;
param col_ini : 1 2 3 4 5 :=
1	65	64	45	65	8
2	23	33	30	25	56
3	11	36	52	65	56
4	13	16	26	30	1
5	1	65	64	9	18
6	13	5	26	30	55
7	37	35	38	21	39
8	45	7	8	33	65
9	52	27	57	33	5
10	47	30	59	12	56
11	43	41	31	28	37
12	12	25	31	42	54
13	10	12	37	32	19
14	3	50	65	21	8
15	2	17	11	18	50
16	57	25	4	39	65
17	13	8	5	17	30
18	46	57	45	12	10
19	28	2	50	15	21
20	17	12	26	65	16
21	41	9	55	5	21
22	28	19	22	9	1
23	3	2	28	43	33
24	13	16	26	33	5
25	13	24	38	11	58
26	13	7	26	43	33
27	13	16	7	30	48
28	13	16	9	30	55
29	55	13	27	52	36
30	2	28	60	36	59
31	48	59	57	54	35
32	26	16	17	1	55
33	20	2	22	28	27
34	37	11	65	26	64
35	1	21	58	34	36
36	1	3	65	34	51
37	2	30	38	28	21
38	36	18	51	3	2
39	11	35	38	13	8
40	48	56	8	37	5
41	25	33	49	32	6
42	2	52	27	11	12
43	57	1	12	10	45
44	45	57	12	46	25
45	12	33	43	64	65
46	30	56	57	28	11
47	16	56	12	9	36
48	58	35	37	60	38
49	20	32	58	36	31
50	24	27	32	54	42
51	38	6	3	54	34
52	36	52	28	38	18
53	52	58	11	24	60
54	27	57	5	25	41
55	25	2	28	37	19
56	34	38	60	51	32
57	56	8	10	46	26
58	15	18	31	53	24
59	43	25	17	64	65
60	15	20	19	27	36
61	44	49	13	7	57
62	18	22	14	19	31
63	22	3	51	64	65
64	65	18	28	2	24
65	51	20	65	64	65
66	2	58	22	64	65
67	23	64	65	11	65
68	17	21	48	64	30
69	35	3	37	11	54
70	55	56	24	25	12
71	3	6	19	28	64
72	21	34	19	65	38
73	8	11	19	18	50
74	4	6	12	18	51
75	4	6	12	56	57
76	31	1	21	33	8
77	20	42	47	59	8
78	27	58	37	25	55
79	41	7	47	27	52
80	13	33	8	30	47
81	12	34	24	57	48
82	13	16	21	30	55
83	1	41	19	39	64
84	22	11	24	51	18
85	13	8	7	30	10
86	11	38	42	27	65
87	20	40	18	37	51
88	1	30	57	48	8
89	13	16	57	12	10
90	48	16	21	7	55
91	13	16	26	5	45
92	29	45	31	60	58
93	13	16	9	29	55
94	4	21	65	51	64
95	23	2	5	21	30
96	54	52	14	36	11
97	15	1	38	9	8
98	25	42	64	38	52
99	1	28	23	11	30
100	3	11	1	57	13
101	8	54	3	64	48
102	30	1	11	27	37
103	33	12	8	57	48
104	13	25	9	47	35
105	32	23	36	49	26
106	31	19	64	2	38
107	6	4	24	19	58
108	28	16	55	45	56
109	12	59	7	17	56
110	64	34	42	28	4
111	45	49	57	28	53
112	36	38	47	1	45
113	41	27	11	34	38
114	10	1	7	59	56
115	52	36	42	38	24
116	2	23	37	35	38
117	65	12	45	26	56
118	30	7	48	45	59
119	26	16	33	30	65
120	59	57	5	56	47
121	16	9	45	17	25
122	30	1	57	7	41
123	56	47	29	26	41
124	36	53	11	58	60
125	47	36	65	4	51
126	6	30	65	53	64
127	34	8	25	27	64
128	11	36	57	31	37
129	23	38	51	15	65
130	45	37	16	49	28
131	55	34	33	65	48
132	10	1	33	57	49
133	25	24	17	30	36
134	18	2	53	60	19
135	47	55	25	56	20
136	16	4	24	38	39
137	12	7	11	38	60
138	28	51	4	32	64
139	64	15	51	11	42
140	16	21	57	56	12
141	30	13	8	45	29
142	24	36	39	50	49
143	40	3	24	31	6
144	16	48	34	24	11
145	8	21	34	65	5
146	11	2	27	51	18
147	52	34	18	23	51
148	34	23	24	22	42
149	45	17	25	46	41
150	33	30	59	26	49
151	11	58	14	34	41
152	19	58	36	53	55
153	19	11	25	64	47
154	7	16	27	49	64
155	65	15	26	55	37
156	3	42	34	29	12
157	51	6	21	45	64
158	13	15	20	32	25
159	56	12	33	64	25
160	54	30	65	11	31
161	38	25	45	52	18
162	32	11	35	2	57
163	38	65	11	55	36
164	23	38	49	45	54
165	21	56	60	52	11
166	3	23	38	34	42
167	7	37	65	28	15
168	13	45	38	28	51
169	48	43	28	38	36
170	25	10	13	57	59
171	45	26	59	16	7
172	6	4	27	28	36
173	28	60	65	24	2
174	7	21	56	13	30
175	11	21	65	15	28
176	52	65	16	64	65
177	51	34	53	65	38
178	24	21	23	11	35
179	57	12	33	38	52
180	1	21	58	34	28
181	3	4	8	21	25
182	24	35	32	54	8
183	28	13	22	31	47
184	16	23	28	36	2
185	65	55	25	26	21
186	45	24	38	60	35
187	1	43	9	26	45
188	32	37	65	30	6
189	58	24	28	27	35
190	51	23	37	35	45
191	20	36	55	25	12
192	10	57	13	16	2
193	23	3	39	52	64
194	13	57	59	8	44
195	38	3	50	54	31
196	42	51	36	21	1
197	24	27	32	22	11
198	41	30	8	33	65
199	27	6	4	3	18
200	10	56	37	36	28
201	17	25	43	64	65
202	42	27	19	64	65
203	15	18	19	14	34
204	14	11	31	27	55
205	54	42	14	58	64
206	55	26	16	41	47
207	52	42	27	37	38
208	23	19	35	64	65
209	45	36	34	31	52
210	36	65	38	64	65
211	26	45	46	56	25
212	22	37	11	38	2
213	42	24	14	31	53
214	31	19	14	28	54
215	42	28	22	48	60
216	23	12	27	38	58
217	53	31	58	27	51
218	51	20	14	35	6
219	12	24	54	28	14
220	15	24	42	31	12
221	59	53	27	31	2
222	58	2	54	9	17
223	5	13	41	9	46
224	19	15	37	60	57
225	5	13	41	52	34
226	27	42	18	52	54
227	59	55	47	11	24
228	11	33	56	37	53
229	46	45	34	4	20
230	51	38	52	31	35
231	41	8	14	50	18
232	50	19	3	36	28
233	32	39	40	57	8
234	14	24	23	19	51
235	6	4	34	55	13
236	4	52	47	41	17
237	59	54	6	39	36
238	9	7	29	39	6
239	2	24	13	5	46
240	16	7	46	47	21
241	26	48	25	49	10
242	30	32	39	28	43
243	30	20	38	33	44
244	44	33	13	45	3
245	59	18	24	38	7
246	14	32	4	36	39
247	9	18	35	60	27
248	48	29	5	17	26
249	22	60	65	64	65
250	3	2	14	42	35
251	20	15	18	54	19
252	45	7	56	9	33
253	56	18	37	38	65
254	20	53	2	37	24
255	22	18	65	64	65
256	58	60	65	64	65
257	12	2	65	64	65
258	42	2	31	65	64
259	43	17	26	65	64
260	29	21	9	55	57
261	3	53	52	37	14
262	53	54	65	64	65
263	23	50	65	64	65
264	47	21	26	33	41
265	34	37	65	64	65
266	17	13	55	1	29
267	23	39	65	64	65
268	32	15	65	64	65
269	48	49	65	64	65
270	50	19	65	64	65
271	12	37	65	64	65
272	41	5	11	47	57
273	18	60	65	64	65
274	41	29	59	49	1
275	12	31	65	64	65
276	24	38	65	64	65
277	6	15	65	64	65
278	35	18	65	64	65
279	26	59	65	64	65
;
