#Nombre	DiaAten	ModelId		T.Servicio	Penalty
191_PR_3	-4	1	60	276262
101_PR_2	-3	1	60	276262
1_PR_1	-2	1	90	324210
341_SA_5	-6	1	70	422966
102_SA_2	-3	2	120	435924
2_SA_1	-2	2	90	461394
103_SA_2	-3	3	120	468294
104_LC_2	-3	4	120	491994
271_PR_4	-5	1	60	496852
105_LC_2	-3	5	200	504214
342_PR_5	-6	2	60	516092
192_PR_3	-4	2	130	522172
193_LC_3	-4	3	70	527446
272_LC_4	-5	2	130	538582
273_LC_4	-5	3	90	539912
343_LC_5	-6	3	45	544938
274_SA_4	-5	4	60	546108
3_SA_1	-2	3	75	546502
106_NU_2	-3	6	75	548982
107_PR_2	-3	7	30	549470
344_LC_5	-6	4	120	557184
108_LC_2	-3	8	10	557184
345_SA_5	-6	5	150	562808
194_PR_3	-4	4	20	565532
4_LC_1	-2	4	120	565678
195_SA_3	-4	5	150	566174
5_SA_1	-2	5	90	572514
197_SA_3	-4	6	120	572514
346_LC_5	-6	6	70	572514
199_SA_3	-4	7	80	572514
196_PR_3	-4	8	45	572514
198_SA_3	-4	9	60	572514
6_SA_1	-2	6	30	574040
200_SA_3	3	10	60	287020
201_LC_3	-4	11	270	574040
347_SA_5	-6	7	20	584238
7_SA_1	-2	7	290	584272
202_SA_3	-4	12	180	584272
8_SA_1	1	8	60	292136
110_SA_2	-3	9	120	584272
111_SA_2	-3	10	120	584272
112_SA_2	-3	11	60	584272
109_SA_2	-3	12	110	584272
114_SA_2	-3	13	60	584272
113_SA_2	-3	14	60	584272
203_SA_3	3	13	45	292136
115_PR_2	-3	15	90	587160
348_SA_5	-6	8	60	592384
349_SA_5	-6	9	15	592384
9_SA_1	-2	9	360	595318
10_SA_1	-2	10	60	595318
13_SA_1	-2	11	60	595318
14_SA_1	-2	12	90	595318
350_SA_5	-6	10	180	595318
12_SA_1	-2	13	75	595318
204_SA_3	-4	14	80	595318
205_SA_3	-4	15	60	595318
352_PR_5	-6	11	70	595318
11_SA_1	1	14	120	297659
275_SA_4	-5	5	90	595318
276_SA_4	-5	6	60	595318
277_SA_4	-5	7	120	595318
120_SA_2	-3	16	55	595318
279_SA_4	-5	8	300	595318
280_NU_4	-5	9	60	595318
119_SA_2	-3	17	60	595318
124_SA_2	-3	18	30	595318
121_LC_2	-3	19	45	595318
122_SA_2	-3	20	50	595318
351_SA_5	-6	12	60	595318
118_SA_2	-3	21	120	595318
278_PR_4	-5	10	150	595318
116_SA_2	-3	22	60	595318
117_SA_2	2	23	140	297659
123_SA_2	-3	24	50	595318
15_SA_1	-2	15	240	599418
125_SA_2	-3	25	60	599546
281_PR_4	-5	11	70	599546
282_LC_4	-5	12	90	609274
127_PR_2	-3	26	80	612632
206_PR_3	-4	16	35	612632
126_PR_2	-3	27	180	612632
353_SA_5	-6	13	5	616496
354_PR_5	-6	14	30	621216
16_SA_1	-2	16	110	623270
207_SA_3	-4	17	50	623270
128_SA_2	-3	28	120	623740
17_NU_1	-2	17	180	624612
129_NU_2	-3	29	120	624612
283_SA_4	-5	13	180	626266
355_LC_5	-6	15	150	629898
130_SA_2	-3	30	90	629898
356_SA_5	-6	16	150	633058
131_PR_2	-3	31	215	636170
18_SA_1	-2	18	90	637770
208_SA_3	-4	18	90	637770
209_SA_3	-4	19	45	637770
132_SA_2	-3	32	20	637770
19_SA_1	-2	19	180	639076
210_SA_3	-4	20	180	639076
284_SA_4	-5	14	240	639076
134_SA_2	-3	33	60	639746
133_SA_2	-3	34	90	639746
357_SA_5	-6	17	60	639746
285_SA_4	-5	15	60	645278
135_SA_2	-3	35	60	645658
20_SA_1	-2	20	60	645658
136_LC_2	-3	36	30	645766
286_PR_4	-5	16	60	646064
360_LC_5	-6	18	10	646064
358_PR_5	-6	19	70	646064
137_PR_2	-3	37	150	646064
359_LC_5	-6	20	10	646064
361_SA_5	-6	21	10	646064
21_NU_1	-2	21	90	648114
211_NU_3	-4	21	40	648114
362_PR_5	-6	22	240	648542
22_PR_1	-2	22	60	650390
213_LC_3	-4	22	90	650390
139_PR_2	-3	38	60	650390
140_SA_2	-3	39	50	650390
288_SA_4	-5	17	60	650390
