param: place penalty service :=
1 1 2118 70
2 2 4027 60
3 4 5025 45
4 4 6445 120
5 1 6485 150
6 4 7159 70
7 1 7998 20
8 1 9228 60
9 1 9228 15
10 1 9332 180
11 2 9332 70
12 1 9332 60
13 1 10814 5
14 2 11130 30
15 4 12030 150
16 1 12287 150
17 1 13776 60
18 4 14936 10
19 2 14936 70
20 4 14936 10
21 1 14936 10
22 2 15739 240
23 4 15804 10
24 2 16815 1
25 1 17058 120
26 1 20757 20
27 2 21351 15
28 2 24111 5
29 1 24370 120
30 1 24370 140
31 2 26522 30
32 4 28111 60
33 1 30297 60
34 2 30962 105
35 2 31256 170
36 2 32981 75
37 2 33009 30
38 2 33537 30
39 4 33887 60
40 4 39816 234
41 1 40914 60
42 2 44006 30
43 1 45088 240
44 1 45391 240
45 1 47372 60
46 1 49879 90
47 1 50924 90
48 1 51709 60
49 1 51978 90
50 4 52264 180
51 4 64171 75
52 2 64551 150
53 2 64551 35
54 2 69143 75
55 1 82253 90
56 1 83815 60
57 1 83815 10
58 5 85050 150
59 1 87194 60
60 2 88982 45
61 4 9970 90
62 1 18664 300
63 1 23758 180
64 1 28596 60
65 6 0 0
66 6 0 0
67 6 0 0
;
