#cliente	day	place	penalty	service
191_PR_3	3	2	203892	60
101_PR_2	2	2	203892	60
1_PR_1	1	2	225383	90
341_SA_5	5	1	230033	70
102_SA_2	2	1	235273	120
2_SA_1	1	1	236576	90
103_SA_2	2	1	238429	120
104_LC_2	2	3	246382	120
271_PR_4	4	2	249475	60
105_LC_2	2	3	255889	200
342_PR_5	5	2	257028	60
192_PR_3	3	2	259324	130
193_LC_3	3	3	264487	70
272_LC_4	4	3	273228	130
273_LC_4	4	3	280107	90
343_LC_5	5	3	281325	45
274_SA_4	4	1	282057	60
3_SA_1	1	1	284473	75
106_NU_2	2	5	284550	75
107_PR_2	2	2	293383	30
344_LC_5	5	3	297269	120
108_LC_2	2	3	297269	10
345_SA_5	5	1	298750	150
194_PR_3	3	2	299812	20
4_LC_1	1	3	303028	120
195_SA_3	3	1	307384	150
5_SA_1	1	1	308899	90
197_SA_3	3	1	308899	120
346_LC_5	5	3	308899	70
199_SA_3	3	1	308899	80
196_PR_3	3	2	308899	45
198_SA_3	3	1	308899	60
6_SA_1	1	1	312353	30
200_SA_3	3	1	312353	60
201_LC_3	3	3	312353	270
347_SA_5	5	1	313099	20
7_SA_1	1	1	314011	290
202_SA_3	3	1	314011	180
8_SA_1	1	1	314011	60
110_SA_2	2	1	314011	120
111_SA_2	2	1	314011	120
112_SA_2	2	1	314011	60
109_SA_2	2	1	314011	110
114_SA_2	2	1	314011	60
113_SA_2	2	1	314011	60
203_SA_3	3	1	314011	45
115_PR_2	2	2	315516	90
348_SA_5	5	1	317532	60
349_SA_5	5	1	317532	15
9_SA_1	1	1	322673	360
10_SA_1	1	1	322673	60
13_SA_1	1	1	322673	60
14_SA_1	1	1	322673	90
350_SA_5	5	1	322673	180
12_SA_1	1	1	322673	75
204_SA_3	3	1	322673	80
205_SA_3	3	1	322673	60
352_PR_5	5	2	322673	70
11_SA_1	1	1	322673	120
275_SA_4	4	1	322673	90
276_SA_4	4	1	322673	60
277_SA_4	4	1	322673	120
120_SA_2	2	1	322673	55
279_SA_4	4	1	322673	300
280_NU_4	4	5	322673	60
119_SA_2	2	1	322673	60
124_SA_2	2	1	322673	30
121_LC_2	2	3	322673	45
122_SA_2	2	1	322673	50
351_SA_5	5	1	322673	60
118_SA_2	2	1	322673	120
278_PR_4	4	2	322673	150
116_SA_2	2	1	322673	60
117_SA_2	2	1	322673	140
123_SA_2	2	1	322673	50
15_SA_1	1	1	324845	240
125_SA_2	2	1	326080	60
281_PR_4	4	2	326080	70
282_LC_4	4	3	326589	90
127_PR_2	2	2	328685	80
206_PR_3	3	2	328685	35
126_PR_2	2	2	328685	180
353_SA_5	5	1	332354	5
354_PR_5	5	2	333153	30
16_SA_1	1	1	333277	110
207_SA_3	3	1	333277	50
128_SA_2	2	1	333446	120
17_NU_1	1	5	335312	180
129_NU_2	2	5	335312	120
283_SA_4	4	1	337290	180
355_LC_5	5	3	337512	150
130_SA_2	2	1	337512	90
356_SA_5	5	1	339191	150
131_PR_2	2	2	339411	215
18_SA_1	1	1	339806	90
208_SA_3	3	1	339806	90
209_SA_3	3	1	339806	45
132_SA_2	2	1	339806	20
19_SA_1	1	1	339809	180
210_SA_3	3	1	339809	180
284_SA_4	4	1	339809	240
134_SA_2	2	1	340615	60
133_SA_2	2	1	340615	90
357_SA_5	5	1	340615	60
285_SA_4	4	1	340929	60
135_SA_2	2	1	341111	60
20_SA_1	1	1	341111	60
136_LC_2	2	3	341449	30
286_PR_4	4	2	341496	60
360_LC_5	5	3	341496	10
358_PR_5	5	2	341496	70
137_PR_2	2	2	341496	150
359_LC_5	5	3	341496	10
361_SA_5	5	1	341496	10
21_NU_1	1	5	341708	90
211_NU_3	3	5	341708	40
362_PR_5	5	2	342300	240
22_PR_1	1	2	347285	60
213_LC_3	3	3	347285	90
139_PR_2	2	2	347285	60
140_SA_2	2	1	347285	50
288_SA_4	4	1	347285	60
287_PR_4	4	2	347285	90
212_SA_3	3	1	347285	40
138_VI_2	2	4	347285	90
363_VI_5	5	4	349120	10
214_VI_3	3	4	349120	25
215_PR_3	3	2	349397	45
23_SA_1	1	1	351765	90
24_PR_1	1	2	352089	100
289_LC_4	4	3	353563	110
25_PR_1	1	2	353610	90
141_NU_2	2	5	354135	150
26_NU_1	1	5	354135	420
27_LC_1	1	3	356151	180
216_SA_3	3	1	356690	80
28_SA_1	1	1	361538	30
29_SA_1	1	1	364873	60
364_PR_5	5	2	365341	1
217_SA_3	3	1	365805	150
365_SA_5	5	1	365805	120
290_SA_4	4	1	365805	60
291_SA_4	4	1	366798	150
292_PR_4	4	2	369099	50
293_PR_4	4	2	369099	165
294_SA_4	4	1	371267	90
142_LC_2	2	3	374615	50
218_SA_3	3	1	376436	120
219_SA_3	3	1	376436	90
143_SA_2	2	1	376436	180
144_SA_2	2	1	378150	90
145_LC_2	2	3	380126	60
146_SA_2	2	1	380126	165
147_LC_2	2	3	380126	30
220_PR_3	3	2	380126	60
30_PR_1	1	2	381235	60
295_LC_4	4	3	381885	60
366_SA_5	5	1	382284	20
32_SA_1	1	1	383837	90
31_SA_1	1	1	383837	90
367_PR_5	5	2	384185	15
33_LC_1	1	3	384995	150
221_PR_3	3	2	386429	35
296_SA_4	4	1	387739	90
222_PR_3	3	2	390460	60
223_PR_3	3	2	391607	40
224_PR_3	3	2	393445	50
34_LC_1	1	3	393530	80
148_SA_2	2	1	395767	90
368_PR_5	5	2	396196	5
369_SA_5	5	1	397694	120
370_SA_5	5	1	397694	140
225_SA_3	3	1	398818	80
35_SA_1	1	1	398818	105
297_SA_4	4	1	399025	100
36_LC_1	1	3	399264	60
298_PR_4	4	2	402462	120
150_SA_2	2	1	404030	120
149_SA_2	2	1	404030	235
151_SA_2	2	1	406665	120
38_PR_1	1	2	408138	80
371_PR_5	5	2	408138	30
37_PR_1	1	2	408138	60
39_LC_1	1	3	410294	90
226_PR_3	3	2	411356	65
372_LC_5	5	3	412543	60
227_LC_3	3	3	412945	120
40_SA_1	1	1	413172	60
228_SA_3	3	1	417054	100
152_LC_2	2	3	418118	1
41_LC_1	1	3	418658	120
42_PR_1	1	2	418658	60
299_LC_4	4	3	418941	60
43_SA_1	1	1	419444	207
300_SA_4	4	1	422032	105
301_SA_4	4	1	424600	75
44_PR_1	1	2	424625	25
153_PR_2	2	2	425307	230
302_SA_4	4	1	426844	90
373_SA_5	5	1	427003	60
154_PR_2	2	2	429164	170
374_PR_5	5	2	429164	105
155_SA_2	2	1	429485	240
375_PR_5	5	2	429883	170
229_SA_3	3	1	430033	60
156_PR_2	2	2	430096	80
45_VI_1	1	4	430134	75
46_SA_1	1	1	435225	90
47_SA_1	1	1	435225	90
230_PR_3	3	2	437652	30
303_LC_4	4	3	438336	60
376_PR_5	5	2	439449	75
304_VI_4	4	4	440133	120
231_SA_3	3	1	440133	80
49_SA_1	1	1	440133	60
306_SA_4	4	1	440133	270
305_PR_4	4	2	440133	25
377_PR_5	5	2	440133	30
157_SA_2	2	1	440133	150
48_SA_1	1	1	440133	60
232_PR_3	3	2	440133	120
307_SA_4	4	1	441716	120
233_SA_3	3	1	444563	40
378_PR_5	5	2	445494	30
234_LC_3	3	3	446598	60
235_LC_3	3	3	446735	120
379_LC_5	5	3	448092	60
50_LC_1	1	3	448639	80
158_PR_2	2	2	449615	85
236_VI_3	3	4	449866	90
308_PR_4	4	2	449868	30
