param: place penalty service :=
1 2 5749 60
2 3 6377 130
3 3 6424 90
4 1 6718 60
5 1 7386 90
6 1 7386 60
7 1 7386 120
8 1 7386 300
9 5 7386 60
10 2 7386 150
11 2 7462 70
12 3 7521 90
13 1 7874 180
14 1 7998 240
15 1 8055 60
16 2 8158 60
17 1 8164 60
18 2 8164 90
19 3 8291 110
20 1 8650 60
21 1 8704 150
22 2 8787 50
23 2 8787 165
24 1 8802 90
25 3 8847 60
26 1 9049 90
27 1 9399 100
28 2 9462 120
29 3 9644 60
30 1 9678 105
31 1 9695 75
32 1 9761 90
33 3 9972 60
34 4 9990 120
35 1 9990 270
36 2 9990 25
37 1 10023 120
38 2 10547 30
39 2 10659 60
40 2 10659 120
41 2 10799 60
42 2 10898 50
43 2 11016 50
44 1 11068 20
45 1 11373 180
46 5 11377 60
47 3 11593 45
48 1 11638 240
49 2 11794 90
50 1 11944 240
51 1 11944 120
52 1 11944 90
53 1 11996 120
54 1 12426 130
55 2 12430 180
56 1 12567 1
57 1 13003 120
58 3 13645 120
59 3 13645 90
60 1 13964 160
61 1 13964 120
62 2 14372 120
63 4 14443 90
64 1 15010 30
65 1 15185 30
66 4 15598 240
67 2 15684 1
68 1 15941 60
69 1 16514 60
70 1 16514 140
71 1 13938 120
72 1 13938 80
73 3 13976 270
74 1 14300 180
75 1 15996 180
76 1 16328 40
77 2 19102 65
78 1 19784 60
79 3 20452 120
80 1 25774 5
81 6 0 0
82 6 0 0
83 6 0 0
;
