param: place penalty service :=
1 2 28292 60
2 2 31591 130
3 4 30797 70
4 2 29609 20
5 1 36048 150
6 2 32970 45
7 1 32970 120
8 1 32970 60
9 1 32970 80
10 1 35261 60
11 4 35261 270
12 1 22312 180
13 1 22312 45
14 1 30953 80
15 1 30953 60
16 2 37001 35
17 1 26330 50
18 1 32364 90
19 1 32364 45
20 1 28415 180
21 5 31844 40
22 1 26177 40
23 4 26177 90
24 4 20185 25
25 2 24703 45
26 1 32637 80
27 1 26615 150
28 1 24497 120
29 1 24497 90
30 2 33747 60
31 2 33074 35
32 2 29714 60
33 2 20563 40
34 2 34648 50
35 1 23073 80
36 2 32121 65
37 4 37658 120
38 1 26401 100
39 1 32931 60
40 2 22545 30
41 1 34310 80
42 2 34310 120
43 1 32529 40
44 4 33774 60
45 4 32258 120
46 4 33049 90
47 2 29481 70
48 1 34776 60
49 1 32562 180
50 2 35598 60
51 1 22631 20
52 4 25646 40
53 1 21264 120
54 1 34388 80
55 1 33143 160
56 4 26692 100
57 1 25607 90
58 1 32586 60
59 1 33377 75
60 1 23007 60
61 2 25505 60
62 1 41122 55
63 1 29415 60
64 2 20819 60
65 2 20819 150
66 2 27029 90
67 1 24819 5
68 1 35456 120
69 1 25309 110
70 1 22837 120
71 1 31471 90
72 1 24207 120
73 1 25143 60
74 1 30050 65
75 2 28073 100
76 1 28798 80
77 5 33257 50
78 1 27609 90
79 1 28160 40
80 2 28554 75
81 4 59360 10
82 1 46592 235
83 6 0 0
84 6 0 0
85 6 0 0
;
