param: place penalty service :=
1 1 1820 70
2 2 740 60
3 3 57706 45
4 3 39453 120
5 1 296 150
6 3 47001 70
7 1 70918 20
8 1 6626 60
9 1 7093 15
10 1 564 180
11 2 621 70
12 1 637 60
13 1 132 5
14 2 39330 30
15 3 1877 150
16 1 284 150
17 1 36947 60
18 3 32247 10
19 2 38298 70
20 3 54356 10
21 1 37112 10
22 2 46907 240
23 4 2572 10
24 2 2129 1
25 1 914 120
26 1 12259 20
27 2 60892 15
28 2 20120 5
29 1 54236 120
30 1 51233 140
31 2 41508 30
32 3 48585 60
33 1 1628 60
34 2 41145 105
35 2 55489 170
36 2 37409 75
37 2 1530 30
38 2 63251 30
39 3 41577 60
40 3 3874 234
41 1 50301 60
42 2 2662 30
43 1 62353 240
44 1 460 240
45 1 38040 60
46 1 52143 90
47 1 30835 90
48 1 3148 60
49 1 50341 90
50 3 5079 180
51 3 49020 75
52 2 32512 150
53 2 53149 35
54 2 52739 75
55 1 194 90
56 1 61206 60
57 1 55744 10
58 5 7817 150
59 1 54519 60
60 2 65352 45
61 1 974 90
62 1 1290 60
63 1 1016 120
64 1 1700 300
65 5 1682 60
66 2 1366 150
67 1 1696 60
68 1 4738 150
69 3 158 60
70 2 438 120
71 3 560 60
72 1 630 75
73 4 2920 120
74 1 2170 270
75 1 1984 240
76 1 664 120
77 4 1006 240
78 1 366 60
79 6 0 0
80 6 0 0
81 6 0 0
;
