#cliente	day	place	penalty	service
191_PR_3	3	2	872	60
101_PR_2	2	2	2889	60
1_PR_1	1	2	6252	90
341_SA_5	5	1	2256	70
102_SA_2	2	1	5496	120
2_SA_1	1	1	48594	90
103_SA_2	2	1	54867	120
104_LC_2	2	3	1322	120
271_PR_4	4	2	24655	60
105_LC_2	2	3	49408	200
342_PR_5	5	2	2608	60
192_PR_3	3	2	5265	130
193_LC_3	3	3	4488	70
272_LC_4	4	3	48181	130
273_LC_4	4	3	4184	90
343_LC_5	5	3	45595	45
274_SA_4	4	1	52945	60
3_SA_1	1	1	50372	75
106_NU_2	2	5	53139	75
107_PR_2	2	2	52076	30
344_LC_5	5	3	50267	120
108_LC_2	2	3	51121	10
345_SA_5	5	1	1533	150
194_PR_3	3	2	47738	20
4_LC_1	1	3	5593	120
195_SA_3	3	1	4252	150
5_SA_1	1	1	45402	90
197_SA_3	3	1	50267	120
346_LC_5	5	3	45251	70
199_SA_3	3	1	50940	80
196_PR_3	3	2	47508	45
198_SA_3	3	1	51147	60
6_SA_1	1	1	6762	30
200_SA_3	3	1	8186	60
201_LC_3	3	3	6543	270
347_SA_5	5	1	50435	20
7_SA_1	1	1	52033	290
202_SA_3	3	1	52200	180
8_SA_1	1	1	44400	60
110_SA_2	2	1	53296	120
111_SA_2	2	1	48859	120
112_SA_2	2	1	52612	60
109_SA_2	2	1	46358	110
114_SA_2	2	1	48840	60
113_SA_2	2	1	45303	60
203_SA_3	3	1	52752	45
115_PR_2	2	2	54905	90
348_SA_5	5	1	5344	60
349_SA_5	5	1	3875	15
9_SA_1	1	1	3459	360
10_SA_1	1	1	3173	60
13_SA_1	1	1	1545	60
14_SA_1	1	1	6684	90
350_SA_5	5	1	1044	180
12_SA_1	1	1	623	75
204_SA_3	3	1	3392	80
205_SA_3	3	1	2998	60
352_PR_5	5	2	3470	70
11_SA_1	1	1	1737	120
275_SA_4	4	1	3765	90
276_SA_4	4	1	3619	60
277_SA_4	4	1	1623	120
120_SA_2	2	1	800	55
279_SA_4	4	1	1122	300
280_NU_4	4	5	873	60
119_SA_2	2	1	360	60
124_SA_2	2	1	4166	30
121_LC_2	2	3	3126	45
122_SA_2	2	1	4942	50
351_SA_5	5	1	2472	60
118_SA_2	2	1	2247	120
278_PR_4	4	2	1300	150
116_SA_2	2	1	2565	60
117_SA_2	2	1	1223	140
123_SA_2	2	1	1062	50
15_SA_1	1	1	55172	240
125_SA_2	2	1	46838	60
281_PR_4	4	2	51806	70
282_LC_4	4	3	31464	90
127_PR_2	2	2	117438	80
206_PR_3	3	2	118820	35
126_PR_2	2	2	114458	180
353_SA_5	5	1	1525	5
354_PR_5	5	2	50029	30
16_SA_1	1	1	3498	110
207_SA_3	3	1	1960	50
128_SA_2	2	1	1795	120
17_NU_1	1	5	1535	180
129_NU_2	2	5	834	120
283_SA_4	4	1	2496	180
355_LC_5	5	3	3265	150
130_SA_2	2	1	817	90
356_SA_5	5	1	1233	150
131_PR_2	2	2	49806	215
18_SA_1	1	1	469	90
208_SA_3	3	1	1442	90
209_SA_3	3	1	1463	45
132_SA_2	2	1	1372	20
19_SA_1	1	1	90812	180
210_SA_3	3	1	94185	180
284_SA_4	4	1	96431	240
134_SA_2	2	1	53362	60
133_SA_2	2	1	52578	90
357_SA_5	5	1	47520	60
285_SA_4	4	1	46742	60
135_SA_2	2	1	48342	60
20_SA_1	1	1	50672	60
136_LC_2	2	3	2463	30
286_PR_4	4	2	51272	60
360_LC_5	5	3	48425	10
358_PR_5	5	2	49548	70
137_PR_2	2	2	49565	150
359_LC_5	5	3	51718	10
361_SA_5	5	1	53186	10
21_NU_1	1	5	24492	90
211_NU_3	3	5	21005	40
362_PR_5	5	2	52155	240
22_PR_1	1	2	48442	60
213_LC_3	3	3	48920	90
139_PR_2	2	2	50959	60
140_SA_2	2	1	46564	50
288_SA_4	4	1	49494	60
287_PR_4	4	2	49813	90
212_SA_3	3	1	48957	40
138_VI_2	2	4	54604	90
363_VI_5	5	4	1964	10
214_VI_3	3	4	6091	25
215_PR_3	3	2	53669	45
23_SA_1	1	1	47176	90
24_PR_1	1	2	5988	100
289_LC_4	4	3	34160	110
25_PR_1	1	2	7443	90
141_NU_2	2	5	5843	150
26_NU_1	1	5	224	420
27_LC_1	1	3	3249	180
216_SA_3	3	1	15964	80
28_SA_1	1	1	837	30
29_SA_1	1	1	52284	60
364_PR_5	5	2	601	1
217_SA_3	3	1	684	150
365_SA_5	5	1	1501	120
290_SA_4	4	1	2004	60
291_SA_4	4	1	4672	150
292_PR_4	4	2	4435	50
293_PR_4	4	2	2971	165
294_SA_4	4	1	29187	90
142_LC_2	2	3	6747	50
218_SA_3	3	1	4746	120
219_SA_3	3	1	10370	90
143_SA_2	2	1	261	180
144_SA_2	2	1	3630	90
145_LC_2	2	3	1613	60
146_SA_2	2	1	2792	165
147_LC_2	2	3	448	30
220_PR_3	3	2	331	60
30_PR_1	1	2	6168	60
295_LC_4	4	3	3125	60
366_SA_5	5	1	12509	20
32_SA_1	1	1	19418	90
31_SA_1	1	1	13265	90
367_PR_5	5	2	51995	15
33_LC_1	1	3	5003	150
221_PR_3	3	2	48369	35
296_SA_4	4	1	48012	90
222_PR_3	3	2	52851	60
223_PR_3	3	2	48458	40
224_PR_3	3	2	1871	50
34_LC_1	1	3	53519	80
148_SA_2	2	1	12196	90
368_PR_5	5	2	19274	5
369_SA_5	5	1	52882	120
370_SA_5	5	1	48286	140
225_SA_3	3	1	2513	80
35_SA_1	1	1	2892	105
297_SA_4	4	1	3280	100
36_LC_1	1	3	52019	60
298_PR_4	4	2	616	120
150_SA_2	2	1	7469	120
149_SA_2	2	1	4319	235
151_SA_2	2	1	77542	120
38_PR_1	1	2	52291	80
371_PR_5	5	2	49292	30
37_PR_1	1	2	51192	60
39_LC_1	1	3	3579	90
226_PR_3	3	2	53174	65
372_LC_5	5	3	52905	60
227_LC_3	3	3	519	120
40_SA_1	1	1	6896	60
228_SA_3	3	1	46418	100
152_LC_2	2	3	206	1
41_LC_1	1	3	681	120
42_PR_1	1	2	6084	60
299_LC_4	4	3	903	60
43_SA_1	1	1	4118	207
300_SA_4	4	1	51496	105
301_SA_4	4	1	2776	75
44_PR_1	1	2	5311	25
153_PR_2	2	2	48204	230
302_SA_4	4	1	51848	90
373_SA_5	5	1	1793	60
154_PR_2	2	2	51396	170
374_PR_5	5	2	50123	105
155_SA_2	2	1	51786	240
375_PR_5	5	2	54304	170
229_SA_3	3	1	2233	60
156_PR_2	2	2	51557	80
45_VI_1	1	4	10495	75
46_SA_1	1	1	1061	90
47_SA_1	1	1	1529	90
230_PR_3	3	2	39018	30
303_LC_4	4	3	51857	60
376_PR_5	5	2	48549	75
304_VI_4	4	4	381	120
231_SA_3	3	1	1313	80
49_SA_1	1	1	1063	60
306_SA_4	4	1	2560	270
305_PR_4	4	2	101	25
377_PR_5	5	2	3095	30
157_SA_2	2	1	5700	150
48_SA_1	1	1	375	60
232_PR_3	3	2	1826	120
307_SA_4	4	1	48820	120
233_SA_3	3	1	52453	40
378_PR_5	5	2	53339	30
234_LC_3	3	3	4737	60
235_LC_3	3	3	2666	120
379_LC_5	5	3	52461	60
50_LC_1	1	3	50644	80
158_PR_2	2	2	1563	85
236_VI_3	3	4	815	90
308_PR_4	4	2	49905	30
237_PR_3	3	2	49670	70
159_SA_2	2	1	1038	55
51_SA_1	1	1	2060	90
160_PR_2	2	2	49250	60
309_PR_4	4	2	52568	60
310_PR_4	4	2	51527	120
161_LC_2	2	3	50744	180
238_SA_3	3	1	10716	60
162_SA_2	2	1	9915	1
239_SA_3	3	1	50405	180
52_PR_1	1	2	4841	30
240_PR_3	3	2	2088	60
53_NU_1	1	5	46885	90
311_PR_4	4	2	48903	60
241_SA_3	3	1	53055	20
55_LC_1	1	3	3183	60
54_LC_1	1	3	3352	60
312_PR_4	4	2	205212	50
56_LC_1	1	3	1777	150
313_PR_4	4	2	5543	50
163_PR_2	2	2	1063	120
164_NU_2	2	5	2862	90
314_SA_4	4	1	1010	20
380_LC_5	5	3	9142	234
59_SA_1	1	1	327	60
57_SA_1	1	1	5908	60
58_SA_1	1	1	3952	60
165_SA_2	2	1	48645	120
60_LC_1	1	3	7969	90
167_SA_2	2	1	45830	60
64_SA_1	1	1	49581	10
62_SA_1	1	1	52512	150
61_SA_1	1	1	51371	30
166_SA_2	2	1	49512	40
65_SA_1	1	1	46476	30
63_SA_1	1	1	48443	75
381_SA_5	5	1	54660	60
242_LC_3	3	3	48003	40
315_SA_4	4	1	2069	180
316_NU_4	4	5	9960	60
66_PR_1	1	2	264	75
168_SA_2	2	1	122	60
67_SA_1	1	1	3767	60
317_LC_4	4	3	47913	45
243_SA_3	3	1	4048	120
318_SA_4	4	1	1392	240
68_SA_1	1	1	3308	120
69_VI_1	1	4	47839	60
382_PR_5	5	2	1222	30
319_PR_4	4	2	3360	90
71_PR_1	1	2	21927	520
70_SA_1	1	1	18974	180
170_SA_2	2	1	16736	120
244_SA_3	3	1	15367	80
169_LC_2	2	3	15613	135
171_PR_2	2	2	6487	65
172_NU_2	2	5	51398	60
321_SA_4	4	1	52169	240
383_SA_5	5	1	48409	240
73_PR_1	1	2	53256	120
72_SA_1	1	1	44343	195
320_SA_4	4	1	48207	120
322_SA_4	4	1	43800	90
245_SA_3	3	1	793	160
384_SA_5	5	1	1081	240
323_SA_4	4	1	619	120
246_LC_3	3	3	5196	100
247_SA_3	3	1	42453	90
74_SA_1	1	1	896	60
75_SA_1	1	1	55976	75
174_SA_2	2	1	52262	360
173_SA_2	2	1	58622	55
175_SA_2	2	1	44729	90
385_SA_5	5	1	49060	60
248_SA_3	3	1	1676	60
176_SA_2	2	1	4477	90
177_PR_2	2	2	1172	50
249_SA_3	3	1	47884	75
76_SA_1	1	1	1638	100
250_SA_3	3	1	47809	60
77_SA_1	1	1	51993	120
178_NU_2	2	5	3034	20
324_SA_4	4	1	47561	130
