param: place penalty service :=
1 2 25338 60
2 3 36373 130
3 3 3116 90
4 1 64729 60
5 1 810 90
6 1 630 60
7 1 707 120
8 1 669 300
9 5 468 60
10 2 629 150
11 2 27226 70
12 3 36417 90
13 1 2311 180
14 1 95040 240
15 1 49746 60
16 2 59485 60
17 1 57868 60
18 2 49317 90
19 3 26380 110
20 1 869 60
21 1 3805 150
22 2 2000 50
23 2 1884 165
24 1 33834 90
25 3 40 60
26 1 50247 90
27 1 1034 100
28 2 284 120
29 3 251 60
30 1 44714 105
31 1 499 75
32 1 50163 90
33 3 62286 60
34 4 1034 120
35 1 1606 270
36 2 1181 25
37 1 55374 120
38 2 26980 30
39 2 49893 60
40 2 43196 120
41 2 28089 60
42 2 153772 50
43 2 1458 50
44 1 2642 20
45 1 3076 180
46 5 9598 60
47 3 59294 45
48 1 1119 240
49 2 1519 90
50 1 35733 240
51 1 47837 120
52 1 48846 90
53 1 320 120
54 1 54897 130
55 2 5354 180
56 1 1038 1
57 1 22189 120
58 3 45076 120
59 3 44506 90
60 1 47399 160
61 1 63119 120
62 2 1393 120
63 4 48003 90
64 1 820 30
65 1 11134 30
66 4 276 240
67 2 4434 1
68 1 143 60
69 1 8111 60
70 1 7511 140
71 1 1444 80
72 1 2954 90
73 1 1510 150
74 2 460 60
75 1 524 80
76 3 680 120
77 4 154 90
78 1 2416 120
79 1 486 160
80 2 1676 90
81 1 3786 120
82 1 340 110
83 1 434 120
84 1 1874 90
85 6 0 0
86 6 0 0
87 6 0 0
;
