#cliente	day	place	penalty	service
191_PR_3	3	2	689	60
101_PR_2	2	2	689	60
1_PR_1	1	2	733	90
341_SA_5	5	1	754	70
102_SA_2	2	1	761	120
2_SA_1	1	1	767	90
103_SA_2	2	1	770	120
104_LC_2	2	3	786	120
271_PR_4	4	2	790	60
105_LC_2	2	3	797	200
342_PR_5	5	2	805	60
192_PR_3	3	2	811	130
193_LC_3	3	3	813	70
272_LC_4	4	3	817	130
273_LC_4	4	3	831	90
343_LC_5	5	3	846	45
274_SA_4	4	1	849	60
3_SA_1	1	1	855	75
106_NU_2	2	5	857	75
107_PR_2	2	2	860	30
344_LC_5	5	3	870	120
108_LC_2	2	3	870	10
345_SA_5	5	1	873	150
194_PR_3	3	2	873	20
4_LC_1	1	3	876	120
195_SA_3	3	1	881	150
5_SA_1	1	1	882	90
197_SA_3	3	1	882	120
346_LC_5	5	3	882	70
199_SA_3	3	1	882	80
196_PR_3	3	2	882	45
198_SA_3	3	1	882	60
6_SA_1	1	1	888	30
200_SA_3	3	1	888	60
201_LC_3	3	3	888	270
347_SA_5	5	1	888	20
7_SA_1	1	1	891	290
202_SA_3	3	1	891	180
8_SA_1	1	1	891	60
110_SA_2	2	1	891	120
111_SA_2	2	1	891	120
112_SA_2	2	1	891	60
109_SA_2	2	1	891	110
114_SA_2	2	1	891	60
113_SA_2	2	1	891	60
203_SA_3	3	1	891	45
115_PR_2	2	2	905	90
348_SA_5	5	1	907	60
349_SA_5	5	1	907	15
9_SA_1	1	1	908	360
10_SA_1	1	1	908	60
13_SA_1	1	1	908	60
14_SA_1	1	1	908	90
350_SA_5	5	1	908	180
12_SA_1	1	1	908	75
204_SA_3	3	1	908	80
205_SA_3	3	1	908	60
352_PR_5	5	2	908	70
11_SA_1	1	1	908	120
275_SA_4	4	1	908	90
276_SA_4	4	1	908	60
277_SA_4	4	1	908	120
120_SA_2	2	1	908	55
279_SA_4	4	1	908	300
280_NU_4	4	5	908	60
119_SA_2	2	1	908	60
124_SA_2	2	1	908	30
121_LC_2	2	3	908	45
122_SA_2	2	1	908	50
351_SA_5	5	1	908	60
118_SA_2	2	1	908	120
278_PR_4	4	2	908	150
116_SA_2	2	1	908	60
117_SA_2	2	1	908	140
123_SA_2	2	1	908	50
15_SA_1	1	1	911	240
125_SA_2	2	1	916	60
281_PR_4	4	2	916	70
282_LC_4	4	3	916	90
127_PR_2	2	2	918	80
206_PR_3	3	2	918	35
126_PR_2	2	2	918	180
353_SA_5	5	1	922	5
354_PR_5	5	2	924	30
16_SA_1	1	1	925	110
207_SA_3	3	1	925	50
128_SA_2	2	1	928	120
17_NU_1	1	5	930	180
129_NU_2	2	5	930	120
283_SA_4	4	1	931	180
355_LC_5	5	3	939	150
130_SA_2	2	1	939	90
356_SA_5	5	1	942	150
131_PR_2	2	2	942	215
18_SA_1	1	1	947	90
208_SA_3	3	1	947	90
209_SA_3	3	1	947	45
132_SA_2	2	1	947	20
19_SA_1	1	1	950	180
210_SA_3	3	1	950	180
284_SA_4	4	1	950	240
134_SA_2	2	1	952	60
133_SA_2	2	1	952	90
357_SA_5	5	1	952	60
285_SA_4	4	1	956	60
135_SA_2	2	1	958	60
20_SA_1	1	1	958	60
136_LC_2	2	3	958	30
286_PR_4	4	2	962	60
360_LC_5	5	3	962	10
358_PR_5	5	2	962	70
137_PR_2	2	2	962	150
359_LC_5	5	3	962	10
361_SA_5	5	1	962	10
21_NU_1	1	5	963	90
211_NU_3	3	5	963	40
362_PR_5	5	2	966	240
22_PR_1	1	2	972	60
213_LC_3	3	3	972	90
139_PR_2	2	2	972	60
140_SA_2	2	1	972	50
288_SA_4	4	1	972	60
287_PR_4	4	2	972	90
212_SA_3	3	1	972	40
138_VI_2	2	4	972	90
363_VI_5	5	4	972	10
214_VI_3	3	4	972	25
215_PR_3	3	2	973	45
23_SA_1	1	1	974	90
24_PR_1	1	2	974	100
289_LC_4	4	3	977	110
25_PR_1	1	2	979	90
141_NU_2	2	5	980	150
26_NU_1	1	5	980	420
27_LC_1	1	3	982	180
216_SA_3	3	1	983	80
28_SA_1	1	1	983	30
29_SA_1	1	1	988	60
364_PR_5	5	2	988	1
217_SA_3	3	1	992	150
365_SA_5	5	1	992	120
290_SA_4	4	1	992	60
291_SA_4	4	1	993	150
292_PR_4	4	2	999	50
293_PR_4	4	2	999	165
294_SA_4	4	1	1001	90
142_LC_2	2	3	1002	50
218_SA_3	3	1	1006	120
219_SA_3	3	1	1006	90
143_SA_2	2	1	1006	180
144_SA_2	2	1	1010	90
145_LC_2	2	3	1011	60
146_SA_2	2	1	1011	165
147_LC_2	2	3	1011	30
220_PR_3	3	2	1011	60
30_PR_1	1	2	1014	60
295_LC_4	4	3	1014	60
366_SA_5	5	1	1015	20
32_SA_1	1	1	1015	90
31_SA_1	1	1	1015	90
367_PR_5	5	2	1015	15
33_LC_1	1	3	1016	150
221_PR_3	3	2	1018	35
296_SA_4	4	1	1020	90
222_PR_3	3	2	1020	60
223_PR_3	3	2	1020	40
224_PR_3	3	2	1020	50
34_LC_1	1	3	1021	80
148_SA_2	2	1	1021	90
368_PR_5	5	2	1022	5
369_SA_5	5	1	1024	120
370_SA_5	5	1	1024	140
225_SA_3	3	1	1024	80
35_SA_1	1	1	1024	105
297_SA_4	4	1	1025	100
36_LC_1	1	3	1025	60
298_PR_4	4	2	1026	120
150_SA_2	2	1	1026	120
149_SA_2	2	1	1026	235
151_SA_2	2	1	1029	120
38_PR_1	1	2	1029	80
371_PR_5	5	2	1029	30
37_PR_1	1	2	1029	60
39_LC_1	1	3	1030	90
226_PR_3	3	2	1033	65
372_LC_5	5	3	1035	60
227_LC_3	3	3	1036	120
40_SA_1	1	1	1037	60
228_SA_3	3	1	1041	100
152_LC_2	2	3	1042	1
41_LC_1	1	3	1042	120
42_PR_1	1	2	1042	60
299_LC_4	4	3	1050	60
43_SA_1	1	1	1051	207
300_SA_4	4	1	1051	105
301_SA_4	4	1	1051	75
44_PR_1	1	2	1055	25
153_PR_2	2	2	1055	230
302_SA_4	4	1	1055	90
373_SA_5	5	1	1057	60
154_PR_2	2	2	1058	170
