param: place penalty service :=
1 2 18230 90
2 1 19209 90
3 1 22880 75
4 4 23384 120
5 1 23899 90
6 1 24182 30
7 1 24268 290
8 1 24268 60
9 1 24546 360
10 1 24546 60
11 1 24546 60
12 1 24546 90
13 1 24546 75
14 1 24546 120
15 1 24553 240
16 1 25058 110
17 5 25115 180
18 1 25433 90
19 1 25464 180
20 1 25638 60
21 5 25685 90
22 2 25844 60
23 1 25951 90
24 2 25967 100
25 2 26086 90
26 5 26089 420
27 4 26163 180
28 1 26222 30
29 1 26238 60
30 2 26547 60
31 1 26771 90
32 1 26771 90
33 4 26829 150
34 4 27070 80
35 1 27307 105
36 4 27370 60
37 2 27502 80
38 2 27502 60
39 4 27525 90
40 1 27624 60
41 4 27714 120
42 2 27714 60
43 1 27792 207
44 2 27820 25
45 4 28278 75
46 1 28279 90
47 1 28279 90
48 1 28589 60
49 1 28589 60
50 4 28947 80
51 1 29221 90
52 2 29617 30
53 5 29745 90
54 4 29802 60
55 4 29802 60
56 4 29894 150
57 1 30058 60
58 1 30058 60
59 1 30058 60
60 4 30174 90
61 1 30219 10
62 1 30219 150
63 1 30219 30
64 1 30219 30
65 1 30219 75
66 2 30563 75
67 1 30678 60
68 1 30742 120
69 4 30748 60
70 2 30811 520
71 1 30811 180
72 2 30865 120
73 1 30865 195
74 1 31019 60
75 1 31094 75
76 1 31351 100
77 1 31400 120
78 1 31964 60
79 1 31964 100
80 1 32008 90
81 1 32017 60
82 4 32158 30
83 1 32447 240
84 4 32509 15
85 2 32526 70
86 2 32595 90
87 1 32707 60
88 4 32868 120
89 2 33622 70
90 1 33678 90
91 2 33728 120
92 1 33968 60
93 1 34125 90
94 5 34172 160
95 1 34634 140
96 4 34917 50
97 2 34986 10
98 2 34986 20
99 1 35782 75
100 2 39151 60
101 6 0 0
102 6 0 0
103 6 0 0
;
