#cliente	day	place	penalty	service
191_PR_3	3	2	2110	60
101_PR_2	2	2	2794	60
1_PR_1	1	2	553	90
341_SA_5	5	1	2114	70
102_SA_2	2	1	4122	120
2_SA_1	1	1	38629	90
103_SA_2	2	1	59619	120
104_LC_2	2	3	321	120
271_PR_4	4	2	21004	60
105_LC_2	2	3	43413	200
342_PR_5	5	2	525	60
192_PR_3	3	2	4674	130
193_LC_3	3	3	2217	70
272_LC_4	4	3	69509	130
273_LC_4	4	3	1969	90
343_LC_5	5	3	54771	45
274_SA_4	4	1	43753	60
3_SA_1	1	1	32086	75
106_NU_2	2	5	55243	75
107_PR_2	2	2	49437	30
344_LC_5	5	3	39308	120
108_LC_2	2	3	42724	10
345_SA_5	5	1	377	150
194_PR_3	3	2	56282	20
4_LC_1	1	3	2845	120
195_SA_3	3	1	2538	150
5_SA_1	1	1	50099	90
197_SA_3	3	1	49378	120
346_LC_5	5	3	60322	70
199_SA_3	3	1	41571	80
196_PR_3	3	2	49736	45
198_SA_3	3	1	39842	60
6_SA_1	1	1	7658	30
200_SA_3	3	1	8433	60
201_LC_3	3	3	7208	270
347_SA_5	5	1	57877	20
7_SA_1	1	1	52934	290
202_SA_3	3	1	43844	180
8_SA_1	1	1	58615	60
110_SA_2	2	1	23695	120
111_SA_2	2	1	50878	120
112_SA_2	2	1	52156	60
109_SA_2	2	1	50621	110
114_SA_2	2	1	45708	60
113_SA_2	2	1	42117	60
203_SA_3	3	1	39119	45
115_PR_2	2	2	57985	90
348_SA_5	5	1	6331	60
349_SA_5	5	1	5431	15
9_SA_1	1	1	637	360
10_SA_1	1	1	638	60
13_SA_1	1	1	831	60
14_SA_1	1	1	514	90
350_SA_5	5	1	438	180
12_SA_1	1	1	731	75
204_SA_3	3	1	589	80
205_SA_3	3	1	589	60
352_PR_5	5	2	799	70
11_SA_1	1	1	801	120
275_SA_4	4	1	528	90
276_SA_4	4	1	395	60
277_SA_4	4	1	539	120
120_SA_2	2	1	525	55
279_SA_4	4	1	690	300
280_NU_4	4	5	735	60
119_SA_2	2	1	634	60
124_SA_2	2	1	734	30
121_LC_2	2	3	662	45
122_SA_2	2	1	740	50
351_SA_5	5	1	513	60
118_SA_2	2	1	614	120
278_PR_4	4	2	384	150
116_SA_2	2	1	655	60
117_SA_2	2	1	704	140
123_SA_2	2	1	781	50
15_SA_1	1	1	32141	240
125_SA_2	2	1	59155	60
281_PR_4	4	2	37042	70
282_LC_4	4	3	30412	90
127_PR_2	2	2	160011	80
206_PR_3	3	2	107323	35
126_PR_2	2	2	120777	180
353_SA_5	5	1	141	5
354_PR_5	5	2	47102	30
16_SA_1	1	1	398	110
207_SA_3	3	1	419	50
128_SA_2	2	1	204	120
17_NU_1	1	5	1132	180
129_NU_2	2	5	1216	120
283_SA_4	4	1	2025	180
355_LC_5	5	3	1071	150
130_SA_2	2	1	1087	90
356_SA_5	5	1	384	150
131_PR_2	2	2	27039	215
18_SA_1	1	1	1583	90
208_SA_3	3	1	1328	90
209_SA_3	3	1	1209	45
132_SA_2	2	1	1253	20
19_SA_1	1	1	84884	180
210_SA_3	3	1	111328	180
284_SA_4	4	1	106966	240
134_SA_2	2	1	44721	60
133_SA_2	2	1	48297	90
357_SA_5	5	1	42169	60
285_SA_4	4	1	48017	60
135_SA_2	2	1	51902	60
20_SA_1	1	1	38984	60
136_LC_2	2	3	332	30
286_PR_4	4	2	39652	60
360_LC_5	5	3	50791	10
358_PR_5	5	2	49974	70
137_PR_2	2	2	65831	150
359_LC_5	5	3	62075	10
361_SA_5	5	1	28449	10
21_NU_1	1	5	18029	90
211_NU_3	3	5	16518	40
362_PR_5	5	2	57833	240
22_PR_1	1	2	57821	60
213_LC_3	3	3	50802	90
139_PR_2	2	2	46904	60
140_SA_2	2	1	42275	50
288_SA_4	4	1	52579	60
287_PR_4	4	2	62780	90
212_SA_3	3	1	42889	40
138_VI_2	2	4	55730	90
363_VI_5	5	4	2635	10
214_VI_3	3	4	3305	25
215_PR_3	3	2	36147	45
23_SA_1	1	1	50454	90
24_PR_1	1	2	8268	100
289_LC_4	4	3	47739	110
25_PR_1	1	2	6592	90
141_NU_2	2	5	337	150
26_NU_1	1	5	345	420
27_LC_1	1	3	3245	180
216_SA_3	3	1	19781	80
28_SA_1	1	1	492	30
29_SA_1	1	1	45388	60
364_PR_5	5	2	1854	1
217_SA_3	3	1	1018	150
365_SA_5	5	1	729	120
290_SA_4	4	1	893	60
291_SA_4	4	1	2322	150
292_PR_4	4	2	2697	50
293_PR_4	4	2	1504	165
294_SA_4	4	1	29860	90
142_LC_2	2	3	6540	50
218_SA_3	3	1	3515	120
219_SA_3	3	1	4817	90
143_SA_2	2	1	3448	180
144_SA_2	2	1	219	90
145_LC_2	2	3	179	60
146_SA_2	2	1	207	165
147_LC_2	2	3	169	30
220_PR_3	3	2	218	60
30_PR_1	1	2	8555	60
295_LC_4	4	3	117	60
366_SA_5	5	1	12587	20
32_SA_1	1	1	16363	90
31_SA_1	1	1	21370	90
367_PR_5	5	2	42093	15
33_LC_1	1	3	3470	150
221_PR_3	3	2	41196	35
296_SA_4	4	1	61546	90
222_PR_3	3	2	36978	60
223_PR_3	3	2	45309	40
224_PR_3	3	2	2358	50
34_LC_1	1	3	51444	80
148_SA_2	2	1	13628	90
368_PR_5	5	2	15986	5
369_SA_5	5	1	40804	120
370_SA_5	5	1	62437	140
225_SA_3	3	1	508	80
35_SA_1	1	1	490	105
297_SA_4	4	1	1799	100
36_LC_1	1	3	31739	60
298_PR_4	4	2	321	120
150_SA_2	2	1	1567	120
149_SA_2	2	1	2104	235
151_SA_2	2	1	113203	120
38_PR_1	1	2	46435	80
371_PR_5	5	2	60726	30
37_PR_1	1	2	32665	60
39_LC_1	1	3	3444	90
226_PR_3	3	2	36085	65
372_LC_5	5	3	58213	60
227_LC_3	3	3	3029	120
40_SA_1	1	1	4178	60
228_SA_3	3	1	50321	100
152_LC_2	2	3	2148	1
41_LC_1	1	3	3296	120
42_PR_1	1	2	2997	60
299_LC_4	4	3	313	60
43_SA_1	1	1	3988	207
300_SA_4	4	1	58289	105
301_SA_4	4	1	531	75
44_PR_1	1	2	1283	25
153_PR_2	2	2	42165	230
302_SA_4	4	1	41735	90
373_SA_5	5	1	1423	60
154_PR_2	2	2	44126	170
374_PR_5	5	2	71747	105
155_SA_2	2	1	40048	240
375_PR_5	5	2	65370	170
229_SA_3	3	1	353	60
156_PR_2	2	2	44701	80
45_VI_1	1	4	9893	75
46_SA_1	1	1	68	90
47_SA_1	1	1	111	90
230_PR_3	3	2	42486	30
303_LC_4	4	3	42355	60
376_PR_5	5	2	53062	75
304_VI_4	4	4	1860	120
231_SA_3	3	1	1177	80
49_SA_1	1	1	1045	60
306_SA_4	4	1	1245	270
305_PR_4	4	2	1394	25
377_PR_5	5	2	1402	30
157_SA_2	2	1	1589	150
48_SA_1	1	1	1677	60
232_PR_3	3	2	1283	120
307_SA_4	4	1	59940	120
233_SA_3	3	1	57353	40
378_PR_5	5	2	31580	30
234_LC_3	3	3	1882	60
235_LC_3	3	3	368	120
379_LC_5	5	3	28918	60
50_LC_1	1	3	39029	80
