#cliente	day	place	penalty	service
191_PR_3	3	2	10211	60
101_PR_2	2	2	10211	60
1_PR_1	1	2	11287	90
341_SA_5	5	1	11520	70
102_SA_2	2	1	11782	120
2_SA_1	1	1	11848	90
103_SA_2	2	1	11941	120
104_LC_2	2	3	12339	120
271_PR_4	4	2	12494	60
105_LC_2	2	3	12815	200
342_PR_5	5	2	12872	60
192_PR_3	3	2	12987	130
193_LC_3	3	3	13245	70
272_LC_4	4	3	13683	130
273_LC_4	4	3	14028	90
343_LC_5	5	3	14089	45
274_SA_4	4	1	14125	60
3_SA_1	1	1	14246	75
106_NU_2	2	5	14250	75
107_PR_2	2	2	14693	30
344_LC_5	5	3	14887	120
108_LC_2	2	3	14887	10
345_SA_5	5	1	14961	150
194_PR_3	3	2	15015	20
4_LC_1	1	3	15176	120
195_SA_3	3	1	15394	150
5_SA_1	1	1	15470	90
197_SA_3	3	1	15470	120
346_LC_5	5	3	15470	70
199_SA_3	3	1	15470	80
196_PR_3	3	2	15470	45
198_SA_3	3	1	15470	60
6_SA_1	1	1	15643	30
200_SA_3	3	1	15643	60
201_LC_3	3	3	15643	270
347_SA_5	5	1	15680	20
7_SA_1	1	1	15726	290
202_SA_3	3	1	15726	180
8_SA_1	1	1	15726	60
110_SA_2	2	1	15726	120
111_SA_2	2	1	15726	120
112_SA_2	2	1	15726	60
109_SA_2	2	1	15726	110
114_SA_2	2	1	15726	60
113_SA_2	2	1	15726	60
203_SA_3	3	1	15726	45
115_PR_2	2	2	15801	90
348_SA_5	5	1	15902	60
349_SA_5	5	1	15902	15
9_SA_1	1	1	16159	360
10_SA_1	1	1	16159	60
13_SA_1	1	1	16159	60
14_SA_1	1	1	16159	90
350_SA_5	5	1	16159	180
12_SA_1	1	1	16159	75
204_SA_3	3	1	16159	80
205_SA_3	3	1	16159	60
352_PR_5	5	2	16159	70
11_SA_1	1	1	16159	120
275_SA_4	4	1	16159	90
276_SA_4	4	1	16159	60
277_SA_4	4	1	16159	120
120_SA_2	2	1	16159	55
279_SA_4	4	1	16159	300
280_NU_4	4	5	16159	60
119_SA_2	2	1	16159	60
124_SA_2	2	1	16159	30
121_LC_2	2	3	16159	45
122_SA_2	2	1	16159	50
351_SA_5	5	1	16159	60
118_SA_2	2	1	16159	120
278_PR_4	4	2	16159	150
116_SA_2	2	1	16159	60
117_SA_2	2	1	16159	140
123_SA_2	2	1	16159	50
15_SA_1	1	1	16268	240
125_SA_2	2	1	16330	60
281_PR_4	4	2	16330	70
282_LC_4	4	3	16356	90
127_PR_2	2	2	16461	80
206_PR_3	3	2	16461	35
126_PR_2	2	2	16461	180
353_SA_5	5	1	16644	5
354_PR_5	5	2	16684	30
16_SA_1	1	1	16690	110
207_SA_3	3	1	16690	50
128_SA_2	2	1	16699	120
17_NU_1	1	5	16792	180
129_NU_2	2	5	16792	120
283_SA_4	4	1	16891	180
355_LC_5	5	3	16903	150
130_SA_2	2	1	16903	90
356_SA_5	5	1	16987	150
131_PR_2	2	2	16998	215
18_SA_1	1	1	17017	90
208_SA_3	3	1	17017	90
209_SA_3	3	1	17017	45
132_SA_2	2	1	17017	20
19_SA_1	1	1	17018	180
210_SA_3	3	1	17018	180
284_SA_4	4	1	17018	240
134_SA_2	2	1	17058	60
133_SA_2	2	1	17058	90
357_SA_5	5	1	17058	60
285_SA_4	4	1	17074	60
135_SA_2	2	1	17083	60
20_SA_1	1	1	17083	60
136_LC_2	2	3	17100	30
286_PR_4	4	2	17102	60
360_LC_5	5	3	17102	10
358_PR_5	5	2	17102	70
137_PR_2	2	2	17102	150
359_LC_5	5	3	17102	10
361_SA_5	5	1	17102	10
21_NU_1	1	5	17113	90
211_NU_3	3	5	17113	40
362_PR_5	5	2	17142	240
22_PR_1	1	2	17392	60
213_LC_3	3	3	17392	90
139_PR_2	2	2	17392	60
140_SA_2	2	1	17392	50
