param: place penalty service :=
1 2 24182 60
2 3 64549 130
3 3 2220 90
4 1 51028 60
5 1 775 90
6 1 399 60
7 1 981 120
8 1 763 300
9 5 479 60
10 2 506 150
11 2 48373 70
12 3 41555 90
13 1 2190 180
14 1 60417 240
15 1 57266 60
16 2 22156 60
17 1 51233 60
18 2 45001 90
19 3 31424 110
20 1 665 60
21 1 1848 150
22 2 2690 50
23 2 2558 165
24 1 17330 90
25 3 54 60
26 1 31944 90
27 1 1398 100
28 2 169 120
29 3 196 60
30 1 31195 105
31 1 152 75
32 1 56726 90
33 3 56596 60
34 4 1867 120
35 1 1808 270
36 2 1457 25
37 1 47814 120
38 2 66728 30
39 2 42704 60
40 2 67764 120
41 2 61121 60
42 2 167123 50
43 2 933 50
44 1 2193 20
45 1 3905 180
46 5 13614 60
47 3 52799 45
48 1 1105 240
49 2 1974 90
50 1 57585 240
51 1 77941 120
52 1 80163 90
53 1 421 120
54 1 44982 130
55 2 6009 180
56 1 691 1
57 1 16004 120
58 3 50466 120
59 3 39155 90
60 1 54386 160
61 1 46870 120
62 2 1041 120
63 4 47215 90
64 1 529 30
65 1 11720 30
66 4 404 240
67 2 2614 1
68 1 184 60
69 1 6688 60
70 1 4751 140
71 1 1926 80
72 1 2440 90
73 1 1620 150
74 2 144 60
75 3 2140 60
76 3 802 120
77 1 806 160
78 2 838 90
79 1 358 110
80 1 430 120
81 1 3682 120
82 1 1696 90
83 6 0 0
84 6 0 0
85 6 0 0
;
