#cliente	day	place	penalty	service
191_PR_3	3	2	2107	60
101_PR_2	2	2	2107	60
1_PR_1	1	2	1603	90
341_SA_5	5	1	3313	70
102_SA_2	2	1	4526	120
2_SA_1	1	1	4607	90
103_SA_2	2	1	4773	120
104_LC_2	2	4	5452	120
271_PR_4	4	2	5852	60
105_LC_2	2	4	5988	200
342_PR_5	5	2	6006	60
192_PR_3	3	2	6234	130
193_LC_3	3	4	7672	70
272_LC_4	4	4	7861	130
273_LC_4	4	4	8187	90
343_LC_5	5	4	8308	45
274_SA_4	4	1	8736	60
3_SA_1	1	1	8866	75
106_NU_2	2	5	9452	75
107_PR_2	2	2	9539	30
344_LC_5	5	4	9989	120
108_LC_2	2	4	9989	10
345_SA_5	5	1	10014	150
194_PR_3	3	2	10310	20
4_LC_1	1	4	10632	120
195_SA_3	3	1	10644	150
5_SA_1	1	1	10816	90
197_SA_3	3	1	10816	120
346_LC_5	5	4	10816	70
199_SA_3	3	1	10816	80
196_PR_3	3	2	10816	45
198_SA_3	3	1	10816	60
6_SA_1	1	1	10863	30
200_SA_3	3	1	10863	60
201_LC_3	3	4	10863	270
347_SA_5	5	1	11189	20
7_SA_1	1	1	11214	290
202_SA_3	3	1	11214	180
8_SA_1	1	1	11214	60
110_SA_2	2	1	11214	120
111_SA_2	2	1	11214	120
112_SA_2	2	1	11214	60
109_SA_2	2	1	11214	110
114_SA_2	2	1	11214	60
113_SA_2	2	1	11214	60
203_SA_3	3	1	11214	45
115_PR_2	2	2	11325	90
348_SA_5	5	1	11558	60
349_SA_5	5	1	11558	15
9_SA_1	1	1	11721	360
10_SA_1	1	1	11721	60
13_SA_1	1	1	11721	60
14_SA_1	1	1	11721	90
350_SA_5	5	1	11721	180
12_SA_1	1	1	11721	75
204_SA_3	3	1	11721	80
205_SA_3	3	1	11721	60
352_PR_5	5	2	11721	70
11_SA_1	1	1	11721	120
275_SA_4	4	1	11721	90
276_SA_4	4	1	11721	60
277_SA_4	4	1	11721	120
120_SA_2	2	1	11721	55
279_SA_4	4	1	11721	300
280_NU_4	4	5	11721	60
119_SA_2	2	1	11721	60
124_SA_2	2	1	11721	30
121_LC_2	2	4	11721	45
122_SA_2	2	1	11721	50
351_SA_5	5	1	11721	60
118_SA_2	2	1	11721	120
278_PR_4	4	2	11721	150
116_SA_2	2	1	11721	60
117_SA_2	2	1	11721	140
123_SA_2	2	1	11721	50
15_SA_1	1	1	11736	240
125_SA_2	2	1	11742	60
281_PR_4	4	2	11742	70
282_LC_4	4	4	12519	90
127_PR_2	2	2	12694	80
206_PR_3	3	2	12694	35
126_PR_2	2	2	12694	180
353_SA_5	5	1	12801	5
354_PR_5	5	2	13160	30
16_SA_1	1	1	13168	110
207_SA_3	3	1	13168	50
128_SA_2	2	1	13382	120
17_NU_1	1	5	13567	180
129_NU_2	2	5	13567	120
283_SA_4	4	1	13914	180
355_LC_5	5	4	13977	150
130_SA_2	2	1	13977	90
356_SA_5	5	1	14180	150
131_PR_2	2	2	14446	215
18_SA_1	1	1	14559	90
208_SA_3	3	1	14559	90
209_SA_3	3	1	14559	45
132_SA_2	2	1	14559	20
19_SA_1	1	1	15350	180
210_SA_3	3	1	15350	180
284_SA_4	4	1	15350	240
134_SA_2	2	1	16407	60
133_SA_2	2	1	16407	90
357_SA_5	5	1	16407	60
285_SA_4	4	1	16633	60
135_SA_2	2	1	17093	60
20_SA_1	1	1	17093	60
136_LC_2	2	4	17234	30
286_PR_4	4	2	17325	60
360_LC_5	5	4	17325	10
358_PR_5	5	2	17325	70
137_PR_2	2	2	17325	150
359_LC_5	5	4	17325	10
361_SA_5	5	1	17325	10
21_NU_1	1	5	17447	90
211_NU_3	3	5	17447	40
362_PR_5	5	2	17860	240
22_PR_1	1	2	17994	60
213_LC_3	3	4	17994	90
139_PR_2	2	2	17994	60
140_SA_2	2	1	17994	50
288_SA_4	4	1	17994	60
