#cliente	day	place	penalty	service
191_PR_3	3	2	4976	60
101_PR_2	2	2	4976	60
1_PR_1	1	2	5440	90
341_SA_5	5	1	8023	70
102_SA_2	2	1	10125	120
2_SA_1	1	1	10368	90
103_SA_2	2	1	10416	120
104_LC_2	2	3	10642	120
271_PR_4	4	2	10722	60
105_LC_2	2	3	10862	200
342_PR_5	5	2	11153	60
192_PR_3	3	2	11219	130
193_LC_3	3	3	11435	70
272_LC_4	4	3	11651	130
273_LC_4	4	3	11677	90
343_LC_5	5	3	12345	45
274_SA_4	4	1	12805	60
3_SA_1	1	1	12876	75
106_NU_2	2	5	12902	75
107_PR_2	2	2	12936	30
344_LC_5	5	3	13124	120
108_LC_2	2	3	13124	10
345_SA_5	5	1	13185	150
194_PR_3	3	2	13515	20
4_LC_1	1	3	13752	120
195_SA_3	3	1	14109	150
5_SA_1	1	1	14171	90
197_SA_3	3	1	14171	120
346_LC_5	5	3	14171	70
199_SA_3	3	1	14171	80
196_PR_3	3	2	14171	45
198_SA_3	3	1	14171	60
6_SA_1	1	1	14272	30
200_SA_3	3	1	14272	60
201_LC_3	3	3	14272	270
347_SA_5	5	1	14411	20
7_SA_1	1	1	14895	290
202_SA_3	3	1	14895	180
8_SA_1	1	1	14895	60
110_SA_2	2	1	14895	120
111_SA_2	2	1	14895	120
112_SA_2	2	1	14895	60
109_SA_2	2	1	14895	110
114_SA_2	2	1	14895	60
113_SA_2	2	1	14895	60
203_SA_3	3	1	14895	45
115_PR_2	2	2	15037	90
348_SA_5	5	1	15212	60
349_SA_5	5	1	15212	15
9_SA_1	1	1	15227	360
10_SA_1	1	1	15227	60
13_SA_1	1	1	15227	60
14_SA_1	1	1	15227	90
350_SA_5	5	1	15227	180
12_SA_1	1	1	15227	75
204_SA_3	3	1	15227	80
205_SA_3	3	1	15227	60
352_PR_5	5	2	15227	70
11_SA_1	1	1	15227	120
275_SA_4	4	1	15227	90
276_SA_4	4	1	15227	60
277_SA_4	4	1	15227	120
120_SA_2	2	1	15227	55
279_SA_4	4	1	15227	300
280_NU_4	4	5	15227	60
119_SA_2	2	1	15227	60
124_SA_2	2	1	15227	30
121_LC_2	2	3	15227	45
122_SA_2	2	1	15227	50
351_SA_5	5	1	15227	60
118_SA_2	2	1	15227	120
278_PR_4	4	2	15227	150
116_SA_2	2	1	15227	60
117_SA_2	2	1	15227	140
123_SA_2	2	1	15227	50
15_SA_1	1	1	15232	240
125_SA_2	2	1	15529	60
281_PR_4	4	2	15529	70
282_LC_4	4	3	15746	90
127_PR_2	2	2	15755	80
206_PR_3	3	2	15755	35
126_PR_2	2	2	15755	180
353_SA_5	5	1	15930	5
354_PR_5	5	2	15958	30
16_SA_1	1	1	15997	110
207_SA_3	3	1	15997	50
128_SA_2	2	1	16242	120
17_NU_1	1	5	16319	180
129_NU_2	2	5	16319	120
283_SA_4	4	1	16456	180
355_LC_5	5	3	16720	150
130_SA_2	2	1	16720	90
356_SA_5	5	1	16769	150
131_PR_2	2	2	17060	215
18_SA_1	1	1	17099	90
208_SA_3	3	1	17099	90
209_SA_3	3	1	17099	45
132_SA_2	2	1	17099	20
19_SA_1	1	1	17125	180
210_SA_3	3	1	17125	180
284_SA_4	4	1	17125	240
134_SA_2	2	1	17149	60
133_SA_2	2	1	17149	90
357_SA_5	5	1	17149	60
285_SA_4	4	1	17171	60
135_SA_2	2	1	17202	60
20_SA_1	1	1	17202	60
136_LC_2	2	3	17245	30
286_PR_4	4	2	17257	60
360_LC_5	5	3	17257	10
358_PR_5	5	2	17257	70
137_PR_2	2	2	17257	150
359_LC_5	5	3	17257	10
361_SA_5	5	1	17257	10
21_NU_1	1	5	17482	90
211_NU_3	3	5	17482	40
362_PR_5	5	2	17574	240
22_PR_1	1	2	17712	60
213_LC_3	3	3	17712	90
139_PR_2	2	2	17712	60
140_SA_2	2	1	17712	50
288_SA_4	4	1	17712	60
287_PR_4	4	2	17712	90
212_SA_3	3	1	17712	40
138_VI_2	2	4	17712	90
363_VI_5	5	4	17784	10
214_VI_3	3	4	17784	25
215_PR_3	3	2	17802	45
23_SA_1	1	1	18148	90
24_PR_1	1	2	18379	100
289_LC_4	4	3	18454	110
25_PR_1	1	2	18516	90
141_NU_2	2	5	18593	150
26_NU_1	1	5	18593	420
27_LC_1	1	3	18670	180
216_SA_3	3	1	18749	80
28_SA_1	1	1	18831	30
29_SA_1	1	1	19076	60
364_PR_5	5	2	19077	1
217_SA_3	3	1	19142	150
365_SA_5	5	1	19142	120
290_SA_4	4	1	19142	60
291_SA_4	4	1	19195	150
292_PR_4	4	2	19347	50
293_PR_4	4	2	19347	165
294_SA_4	4	1	19412	90
142_LC_2	2	3	19477	50
218_SA_3	3	1	19578	120
219_SA_3	3	1	19578	90
143_SA_2	2	1	19578	180
144_SA_2	2	1	19636	90
145_LC_2	2	3	19672	60
146_SA_2	2	1	19672	165
147_LC_2	2	3	19672	30
220_PR_3	3	2	19672	60
30_PR_1	1	2	19712	60
295_LC_4	4	3	19730	60
366_SA_5	5	1	19748	20
32_SA_1	1	1	19782	90
31_SA_1	1	1	19782	90
367_PR_5	5	2	19857	15
33_LC_1	1	3	19872	150
221_PR_3	3	2	19948	35
296_SA_4	4	1	19969	90
222_PR_3	3	2	20038	60
223_PR_3	3	2	20097	40
224_PR_3	3	2	20173	50
34_LC_1	1	3	20186	80
148_SA_2	2	1	20222	90
368_PR_5	5	2	20258	5
369_SA_5	5	1	20264	120
370_SA_5	5	1	20264	140
225_SA_3	3	1	20268	80
35_SA_1	1	1	20268	105
297_SA_4	4	1	20292	100
36_LC_1	1	3	20359	60
298_PR_4	4	2	20395	120
150_SA_2	2	1	20414	120
149_SA_2	2	1	20414	235
151_SA_2	2	1	20532	120
38_PR_1	1	2	20536	80
371_PR_5	5	2	20536	30
