param: place penalty service :=
1 1 16561 70
2 2 17690 60
3 3 18258 45
4 3 18366 120
5 1 18401 150
6 3 18629 70
7 1 18670 20
8 1 19000 60
9 1 19000 15
10 1 19046 180
11 2 19046 70
12 1 19046 60
13 1 19375 5
14 2 19388 30
15 3 19576 150
16 1 19673 150
17 1 19774 60
18 3 19979 10
19 2 19979 70
20 3 19979 10
21 1 19979 10
22 2 19991 240
23 4 20033 10
24 2 20330 1
25 1 20338 120
26 1 20685 20
27 2 20720 15
28 2 20896 5
29 1 20899 120
30 1 20899 140
31 2 21010 30
32 3 21036 60
33 1 21246 60
34 2 21256 105
35 2 21321 170
36 2 21463 75
37 2 21484 30
38 2 21556 30
39 3 21693 60
40 3 22090 234
41 1 22234 60
42 2 22506 30
43 1 22610 240
44 1 22630 240
45 1 22706 60
46 1 22948 90
47 1 23211 90
48 1 23251 60
49 1 23269 90
50 3 23334 180
51 3 23993 75
52 2 24092 150
53 2 24092 35
54 2 24334 75
55 1 25570 90
56 1 25854 60
57 1 25854 10
58 5 26000 150
59 1 26036 60
60 2 26879 45
61 6 0 0
62 6 0 0
63 6 0 0
;
