param: place penalty service :=
1 2 14791 60
2 3 15660 130
3 3 15666 90
4 1 15680 60
5 1 17389 90
6 1 17389 60
7 1 17389 120
8 1 17389 300
9 5 17389 60
10 2 17389 150
11 2 17462 70
12 3 17485 90
13 1 18020 180
14 1 18216 240
15 1 18550 60
16 2 18754 60
17 1 18862 60
18 2 18862 90
19 3 18964 110
20 1 19631 60
21 1 19631 150
22 2 19721 50
23 2 19721 165
24 1 19739 90
25 3 19859 60
26 1 20209 90
27 1 20541 100
28 2 20667 120
29 3 21379 60
30 1 21450 105
31 1 21503 75
32 1 21596 90
33 3 21895 60
34 4 21951 120
35 1 21951 270
36 2 21951 25
37 1 21995 120
38 2 22434 30
39 2 22538 60
40 2 22538 120
41 2 22833 60
42 2 22912 50
43 2 23008 50
44 1 23043 20
45 1 23329 180
46 5 23391 60
47 3 23669 45
48 1 23701 240
49 2 23858 90
50 1 24069 240
51 1 24069 120
52 1 24069 90
53 1 24098 120
54 1 24949 130
55 2 25010 180
56 1 25235 1
57 1 25995 120
58 3 26862 120
59 3 26862 90
60 1 27272 160
61 1 27272 120
62 2 28028 120
63 4 28460 90
64 1 28907 30
65 1 29098 30
66 4 30218 240
67 2 30837 1
68 1 30871 60
69 1 31829 60
70 1 31829 140
71 2 33098 20
72 2 33590 45
73 3 44152 60
74 6 0 0
75 6 0 0
76 6 0 0
;
