#cliente	day	place	penalty	service
191_PR_3	3	2	1457	60
101_PR_2	2	2	2118	60
1_PR_1	1	2	319	90
341_SA_5	5	1	2040	70
102_SA_2	2	1	4248	120
2_SA_1	1	1	41369	90
103_SA_2	2	1	71127	120
104_LC_2	2	3	209	120
271_PR_4	4	2	18444	60
105_LC_2	2	3	44961	200
342_PR_5	5	2	636	60
192_PR_3	3	2	3685	130
193_LC_3	3	3	1497	70
272_LC_4	4	3	59385	130
273_LC_4	4	3	1935	90
343_LC_5	5	3	68897	45
274_SA_4	4	1	41250	60
3_SA_1	1	1	42358	75
106_NU_2	2	5	47471	75
107_PR_2	2	2	54242	30
344_LC_5	5	3	65335	120
108_LC_2	2	3	36088	10
345_SA_5	5	1	183	150
194_PR_3	3	2	61971	20
4_LC_1	1	3	2494	120
195_SA_3	3	1	3289	150
5_SA_1	1	1	47368	90
197_SA_3	3	1	66544	120
346_LC_5	5	3	64162	70
199_SA_3	3	1	31966	80
196_PR_3	3	2	55148	45
198_SA_3	3	1	54927	60
6_SA_1	1	1	3202	30
200_SA_3	3	1	5835	60
201_LC_3	3	3	5460	270
347_SA_5	5	1	36666	20
7_SA_1	1	1	34768	290
202_SA_3	3	1	59940	180
8_SA_1	1	1	66849	60
110_SA_2	2	1	55381	120
111_SA_2	2	1	51763	120
112_SA_2	2	1	53209	60
109_SA_2	2	1	57380	110
114_SA_2	2	1	60822	60
113_SA_2	2	1	35885	60
203_SA_3	3	1	54161	45
115_PR_2	2	2	33710	90
348_SA_5	5	1	5313	60
349_SA_5	5	1	6844	15
9_SA_1	1	1	653	360
10_SA_1	1	1	754	60
13_SA_1	1	1	758	60
14_SA_1	1	1	787	90
350_SA_5	5	1	905	180
12_SA_1	1	1	423	75
204_SA_3	3	1	640	80
205_SA_3	3	1	780	60
352_PR_5	5	2	617	70
11_SA_1	1	1	772	120
275_SA_4	4	1	919	90
276_SA_4	4	1	516	60
277_SA_4	4	1	660	120
120_SA_2	2	1	541	55
279_SA_4	4	1	608	300
280_NU_4	4	5	637	60
119_SA_2	2	1	424	60
124_SA_2	2	1	486	30
121_LC_2	2	3	724	45
122_SA_2	2	1	560	50
351_SA_5	5	1	566	60
118_SA_2	2	1	562	120
278_PR_4	4	2	855	150
116_SA_2	2	1	750	60
117_SA_2	2	1	386	140
123_SA_2	2	1	670	50
15_SA_1	1	1	60039	240
125_SA_2	2	1	37980	60
281_PR_4	4	2	55598	70
282_LC_4	4	3	23821	90
127_PR_2	2	2	103987	80
206_PR_3	3	2	124909	35
126_PR_2	2	2	111441	180
353_SA_5	5	1	141	5
354_PR_5	5	2	52871	30
16_SA_1	1	1	432	110
207_SA_3	3	1	410	50
128_SA_2	2	1	85	120
17_NU_1	1	5	1291	180
129_NU_2	2	5	1048	120
283_SA_4	4	1	1960	180
355_LC_5	5	3	1173	150
130_SA_2	2	1	1289	90
356_SA_5	5	1	263	150
131_PR_2	2	2	53598	215
18_SA_1	1	1	932	90
208_SA_3	3	1	1354	90
209_SA_3	3	1	1164	45
132_SA_2	2	1	1612	20
19_SA_1	1	1	99851	180
210_SA_3	3	1	70909	180
284_SA_4	4	1	107735	240
134_SA_2	2	1	47773	60
133_SA_2	2	1	43338	90
357_SA_5	5	1	62094	60
285_SA_4	4	1	53764	60
135_SA_2	2	1	61906	60
20_SA_1	1	1	41726	60
136_LC_2	2	3	439	30
286_PR_4	4	2	27089	60
360_LC_5	5	3	64329	10
358_PR_5	5	2	51181	70
137_PR_2	2	2	53511	150
359_LC_5	5	3	60797	10
361_SA_5	5	1	67562	10
21_NU_1	1	5	15469	90
211_NU_3	3	5	22088	40
362_PR_5	5	2	49495	240
22_PR_1	1	2	48412	60
213_LC_3	3	3	51929	90
139_PR_2	2	2	40993	60
140_SA_2	2	1	58225	50
288_SA_4	4	1	41439	60
287_PR_4	4	2	51683	90
212_SA_3	3	1	41912	40
138_VI_2	2	4	43222	90
363_VI_5	5	4	3119	10
214_VI_3	3	4	2159	25
215_PR_3	3	2	55397	45
23_SA_1	1	1	48323	90
24_PR_1	1	2	6153	100
289_LC_4	4	3	36142	110
25_PR_1	1	2	7117	90
141_NU_2	2	5	300	150
26_NU_1	1	5	276	420
27_LC_1	1	3	2864	180
216_SA_3	3	1	14488	80
28_SA_1	1	1	391	30
29_SA_1	1	1	53714	60
364_PR_5	5	2	2400	1
217_SA_3	3	1	1015	150
365_SA_5	5	1	977	120
290_SA_4	4	1	850	60
291_SA_4	4	1	4017	150
292_PR_4	4	2	1958	50
293_PR_4	4	2	2138	165
294_SA_4	4	1	33613	90
142_LC_2	2	3	4611	50
218_SA_3	3	1	3374	120
219_SA_3	3	1	3435	90
143_SA_2	2	1	3909	180
144_SA_2	2	1	299	90
145_LC_2	2	3	192	60
146_SA_2	2	1	215	165
147_LC_2	2	3	164	30
220_PR_3	3	2	155	60
30_PR_1	1	2	7120	60
295_LC_4	4	3	59	60
366_SA_5	5	1	11432	20
32_SA_1	1	1	21442	90
31_SA_1	1	1	19420	90
367_PR_5	5	2	43406	15
33_LC_1	1	3	3780	150
221_PR_3	3	2	39850	35
296_SA_4	4	1	41229	90
222_PR_3	3	2	51533	60
223_PR_3	3	2	52892	40
224_PR_3	3	2	2104	50
34_LC_1	1	3	54679	80
148_SA_2	2	1	8915	90
368_PR_5	5	2	21806	5
369_SA_5	5	1	65045	120
370_SA_5	5	1	51357	140
225_SA_3	3	1	314	80
35_SA_1	1	1	325	105
297_SA_4	4	1	1175	100
36_LC_1	1	3	52083	60
298_PR_4	4	2	350	120
150_SA_2	2	1	1366	120
149_SA_2	2	1	1410	235
151_SA_2	2	1	50258	120
38_PR_1	1	2	55402	80
371_PR_5	5	2	45070	30
