#cliente	day	place	penalty	service
191_PR_3	3	2	138131	60
101_PR_2	2	2	138131	60
1_PR_1	1	2	162105	90
341_SA_5	5	1	211483	70
102_SA_2	2	1	217962	120
2_SA_1	1	1	230697	90
103_SA_2	2	1	234147	120
104_LC_2	2	3	245997	120
271_PR_4	4	2	248426	60
105_LC_2	2	3	252107	200
342_PR_5	5	2	258046	60
192_PR_3	3	2	261086	130
193_LC_3	3	3	263723	70
272_LC_4	4	3	269291	130
273_LC_4	4	3	269956	90
343_LC_5	5	3	272469	45
274_SA_4	4	1	273054	60
3_SA_1	1	1	273251	75
106_NU_2	2	5	274491	75
107_PR_2	2	2	274735	30
344_LC_5	5	3	278592	120
108_LC_2	2	3	278592	10
345_SA_5	5	1	281404	150
194_PR_3	3	2	282766	20
4_LC_1	1	3	282839	120
195_SA_3	3	1	283087	150
5_SA_1	1	1	286257	90
197_SA_3	3	1	286257	120
346_LC_5	5	3	286257	70
199_SA_3	3	1	286257	80
196_PR_3	3	2	286257	45
198_SA_3	3	1	286257	60
6_SA_1	1	1	287020	30
200_SA_3	3	1	287020	60
201_LC_3	3	3	287020	270
347_SA_5	5	1	292119	20
7_SA_1	1	1	292136	290
202_SA_3	3	1	292136	180
8_SA_1	1	1	292136	60
110_SA_2	2	1	292136	120
111_SA_2	2	1	292136	120
112_SA_2	2	1	292136	60
109_SA_2	2	1	292136	110
114_SA_2	2	1	292136	60
113_SA_2	2	1	292136	60
203_SA_3	3	1	292136	45
115_PR_2	2	2	293580	90
348_SA_5	5	1	296192	60
349_SA_5	5	1	296192	15
9_SA_1	1	1	297659	360
10_SA_1	1	1	297659	60
13_SA_1	1	1	297659	60
14_SA_1	1	1	297659	90
350_SA_5	5	1	297659	180
12_SA_1	1	1	297659	75
204_SA_3	3	1	297659	80
205_SA_3	3	1	297659	60
352_PR_5	5	2	297659	70
11_SA_1	1	1	297659	120
275_SA_4	4	1	297659	90
276_SA_4	4	1	297659	60
277_SA_4	4	1	297659	120
