#cliente	day	place	penalty	service
191_PR_3	3	2	2005	60
101_PR_2	2	2	1104	60
1_PR_1	1	2	476	90
341_SA_5	5	1	2968	70
102_SA_2	2	1	3874	120
2_SA_1	1	1	53389	90
103_SA_2	2	1	44243	120
104_LC_2	2	3	484	120
271_PR_4	4	2	24182	60
105_LC_2	2	3	44461	200
342_PR_5	5	2	484	60
192_PR_3	3	2	4920	130
193_LC_3	3	3	1631	70
272_LC_4	4	3	64549	130
273_LC_4	4	3	2220	90
343_LC_5	5	3	58731	45
274_SA_4	4	1	51028	60
3_SA_1	1	1	59470	75
106_NU_2	2	5	44251	75
107_PR_2	2	2	41691	30
344_LC_5	5	3	63738	120
108_LC_2	2	3	33254	10
345_SA_5	5	1	207	150
194_PR_3	3	2	34171	20
4_LC_1	1	3	2015	120
195_SA_3	3	1	4393	150
5_SA_1	1	1	39205	90
197_SA_3	3	1	61016	120
346_LC_5	5	3	41320	70
199_SA_3	3	1	80866	80
196_PR_3	3	2	70803	45
198_SA_3	3	1	33353	60
6_SA_1	1	1	5876	30
200_SA_3	3	1	6773	60
201_LC_3	3	3	4799	270
347_SA_5	5	1	45384	20
7_SA_1	1	1	46538	290
202_SA_3	3	1	45335	180
8_SA_1	1	1	54258	60
110_SA_2	2	1	78450	120
111_SA_2	2	1	47302	120
112_SA_2	2	1	61322	60
109_SA_2	2	1	41546	110
114_SA_2	2	1	43352	60
113_SA_2	2	1	50818	60
203_SA_3	3	1	19903	45
115_PR_2	2	2	43971	90
348_SA_5	5	1	4393	60
349_SA_5	5	1	7799	15
9_SA_1	1	1	787	360
10_SA_1	1	1	598	60
13_SA_1	1	1	626	60
14_SA_1	1	1	552	90
350_SA_5	5	1	441	180
12_SA_1	1	1	517	75
204_SA_3	3	1	963	80
205_SA_3	3	1	891	60
352_PR_5	5	2	543	70
11_SA_1	1	1	588	120
275_SA_4	4	1	775	90
276_SA_4	4	1	399	60
277_SA_4	4	1	981	120
120_SA_2	2	1	791	55
279_SA_4	4	1	763	300
280_NU_4	4	5	479	60
119_SA_2	2	1	302	60
124_SA_2	2	1	865	30
121_LC_2	2	3	1060	45
122_SA_2	2	1	612	50
351_SA_5	5	1	772	60
118_SA_2	2	1	649	120
278_PR_4	4	2	506	150
116_SA_2	2	1	759	60
117_SA_2	2	1	944	140
123_SA_2	2	1	428	50
15_SA_1	1	1	56216	240
125_SA_2	2	1	52897	60
281_PR_4	4	2	48373	70
282_LC_4	4	3	41555	90
127_PR_2	2	2	89693	80
206_PR_3	3	2	96420	35
126_PR_2	2	2	112889	180
353_SA_5	5	1	48	5
354_PR_5	5	2	23527	30
16_SA_1	1	1	468	110
207_SA_3	3	1	425	50
128_SA_2	2	1	154	120
17_NU_1	1	5	1311	180
129_NU_2	2	5	1250	120
283_SA_4	4	1	2190	180
355_LC_5	5	3	1480	150
130_SA_2	2	1	501	90
356_SA_5	5	1	240	150
131_PR_2	2	2	45263	215
18_SA_1	1	1	875	90
208_SA_3	3	1	1220	90
209_SA_3	3	1	532	45
132_SA_2	2	1	1020	20
19_SA_1	1	1	76117	180
210_SA_3	3	1	125301	180
284_SA_4	4	1	60417	240
134_SA_2	2	1	56526	60
133_SA_2	2	1	42380	90
357_SA_5	5	1	35373	60
285_SA_4	4	1	57266	60
135_SA_2	2	1	47044	60
20_SA_1	1	1	57853	60
136_LC_2	2	3	502	30
286_PR_4	4	2	22156	60
360_LC_5	5	3	43641	10
358_PR_5	5	2	52885	70
137_PR_2	2	2	47084	150
359_LC_5	5	3	50651	10
361_SA_5	5	1	55257	10
21_NU_1	1	5	28746	90
211_NU_3	3	5	25170	40
362_PR_5	5	2	30536	240
22_PR_1	1	2	38994	60
213_LC_3	3	3	82225	90
139_PR_2	2	2	57588	60
140_SA_2	2	1	45591	50
288_SA_4	4	1	51233	60
287_PR_4	4	2	45001	90
212_SA_3	3	1	32564	40
138_VI_2	2	4	45724	90
363_VI_5	5	4	3725	10
214_VI_3	3	4	3444	25
215_PR_3	3	2	39946	45
23_SA_1	1	1	47368	90
24_PR_1	1	2	4646	100
289_LC_4	4	3	31424	110
25_PR_1	1	2	8759	90
141_NU_2	2	5	199	150
26_NU_1	1	5	419	420
27_LC_1	1	3	5147	180
216_SA_3	3	1	17130	80
28_SA_1	1	1	414	30
29_SA_1	1	1	68905	60
364_PR_5	5	2	1986	1
217_SA_3	3	1	810	150
365_SA_5	5	1	805	120
290_SA_4	4	1	665	60
291_SA_4	4	1	1848	150
292_PR_4	4	2	2690	50
293_PR_4	4	2	2558	165
294_SA_4	4	1	17330	90
142_LC_2	2	3	7233	50
218_SA_3	3	1	5930	120
219_SA_3	3	1	4910	90
143_SA_2	2	1	3438	180
144_SA_2	2	1	358	90
145_LC_2	2	3	254	60
146_SA_2	2	1	190	165
147_LC_2	2	3	154	30
220_PR_3	3	2	72	60
30_PR_1	1	2	9931	60
295_LC_4	4	3	54	60
366_SA_5	5	1	8909	20
32_SA_1	1	1	22613	90
31_SA_1	1	1	22286	90
367_PR_5	5	2	42092	15
33_LC_1	1	3	2410	150
221_PR_3	3	2	38294	35
296_SA_4	4	1	31944	90
222_PR_3	3	2	36343	60
223_PR_3	3	2	55167	40
224_PR_3	3	2	2450	50
34_LC_1	1	3	49050	80
148_SA_2	2	1	16053	90
368_PR_5	5	2	23885	5
369_SA_5	5	1	30802	120
370_SA_5	5	1	42950	140
225_SA_3	3	1	285	80
35_SA_1	1	1	174	105
297_SA_4	4	1	1398	100
36_LC_1	1	3	44062	60
298_PR_4	4	2	169	120
150_SA_2	2	1	2271	120
149_SA_2	2	1	658	235
151_SA_2	2	1	65671	120
38_PR_1	1	2	56821	80
371_PR_5	5	2	62515	30
37_PR_1	1	2	53614	60
39_LC_1	1	3	2788	90
226_PR_3	3	2	66549	65
372_LC_5	5	3	65601	60
227_LC_3	3	3	1266	120
40_SA_1	1	1	6068	60
228_SA_3	3	1	32020	100
152_LC_2	2	3	1928	1
41_LC_1	1	3	3024	120
42_PR_1	1	2	4059	60
299_LC_4	4	3	196	60
43_SA_1	1	1	2981	207
300_SA_4	4	1	31195	105
301_SA_4	4	1	152	75
44_PR_1	1	2	1313	25
153_PR_2	2	2	75447	230
302_SA_4	4	1	56726	90
373_SA_5	5	1	1429	60
154_PR_2	2	2	41126	170
374_PR_5	5	2	54921	105
155_SA_2	2	1	39488	240
375_PR_5	5	2	68827	170
229_SA_3	3	1	280	60
156_PR_2	2	2	57918	80
45_VI_1	1	4	12485	75
46_SA_1	1	1	111	90
47_SA_1	1	1	76	90
230_PR_3	3	2	43576	30
303_LC_4	4	3	56596	60
376_PR_5	5	2	45804	75
304_VI_4	4	4	1867	120
231_SA_3	3	1	1923	80
49_SA_1	1	1	1028	60
306_SA_4	4	1	1808	270
305_PR_4	4	2	1457	25
377_PR_5	5	2	2125	30
157_SA_2	2	1	1553	150
48_SA_1	1	1	1808	60
232_PR_3	3	2	1640	120
307_SA_4	4	1	47814	120
233_SA_3	3	1	24694	40
378_PR_5	5	2	65563	30
234_LC_3	3	3	1070	60
235_LC_3	3	3	401	120
379_LC_5	5	3	20424	60
50_LC_1	1	3	61514	80
158_PR_2	2	2	2371	85
236_VI_3	3	4	214	90
308_PR_4	4	2	66728	30
237_PR_3	3	2	55938	70
159_SA_2	2	1	3486	55
51_SA_1	1	1	2578	90
160_PR_2	2	2	45363	60
309_PR_4	4	2	42704	60
310_PR_4	4	2	67764	120
161_LC_2	2	3	72678	180
238_SA_3	3	1	1842	60
162_SA_2	2	1	5423	1
239_SA_3	3	1	53688	180
52_PR_1	1	2	3468	30
240_PR_3	3	2	4326	60
53_NU_1	1	5	54076	90
311_PR_4	4	2	61121	60
241_SA_3	3	1	36334	20
55_LC_1	1	3	803	60
54_LC_1	1	3	2266	60
312_PR_4	4	2	167123	50
56_LC_1	1	3	96	150
313_PR_4	4	2	933	50
163_PR_2	2	2	1496	120
164_NU_2	2	5	1374	90
314_SA_4	4	1	2193	20
380_LC_5	5	3	5798	234
59_SA_1	1	1	8232	60
57_SA_1	1	1	4302	60
58_SA_1	1	1	2325	60
165_SA_2	2	1	48360	120
60_LC_1	1	3	785	90
167_SA_2	2	1	54442	60
64_SA_1	1	1	61829	10
62_SA_1	1	1	49840	150
61_SA_1	1	1	55359	30
166_SA_2	2	1	53912	40
65_SA_1	1	1	80075	30
63_SA_1	1	1	50364	75
381_SA_5	5	1	42827	60
242_LC_3	3	3	53276	40
315_SA_4	4	1	3905	180
316_NU_4	4	5	13614	60
66_PR_1	1	2	421	75
168_SA_2	2	1	989	60
67_SA_1	1	1	128	60
317_LC_4	4	3	52799	45
243_SA_3	3	1	936	120
318_SA_4	4	1	1105	240
68_SA_1	1	1	198	120
