#cliente	day	place	penalty	service
191_PR_3	3	2	511	60
101_PR_2	2	2	511	60
1_PR_1	1	2	565	90
341_SA_5	5	1	577	70
102_SA_2	2	1	590	120
2_SA_1	1	1	593	90
103_SA_2	2	1	598	120
104_LC_2	2	3	618	120
271_PR_4	4	2	626	60
105_LC_2	2	3	642	200
342_PR_5	5	2	645	60
192_PR_3	3	2	650	130
193_LC_3	3	3	663	70
272_LC_4	4	3	685	130
273_LC_4	4	3	703	90
343_LC_5	5	3	706	45
274_SA_4	4	1	707	60
3_SA_1	1	1	713	75
106_NU_2	2	5	714	75
107_PR_2	2	2	736	30
344_LC_5	5	3	746	120
108_LC_2	2	3	746	10
345_SA_5	5	1	749	150
194_PR_3	3	2	752	20
4_LC_1	1	3	760	120
195_SA_3	3	1	771	150
5_SA_1	1	1	775	90
197_SA_3	3	1	775	120
346_LC_5	5	3	775	70
199_SA_3	3	1	775	80
196_PR_3	3	2	775	45
198_SA_3	3	1	775	60
6_SA_1	1	1	783	30
200_SA_3	3	1	783	60
201_LC_3	3	3	783	270
347_SA_5	5	1	785	20
7_SA_1	1	1	788	290
202_SA_3	3	1	788	180
8_SA_1	1	1	788	60
110_SA_2	2	1	788	120
111_SA_2	2	1	788	120
112_SA_2	2	1	788	60
109_SA_2	2	1	788	110
114_SA_2	2	1	788	60
113_SA_2	2	1	788	60
203_SA_3	3	1	788	45
115_PR_2	2	2	791	90
348_SA_5	5	1	796	60
349_SA_5	5	1	796	15
9_SA_1	1	1	809	360
10_SA_1	1	1	809	60
13_SA_1	1	1	809	60
14_SA_1	1	1	809	90
350_SA_5	5	1	809	180
12_SA_1	1	1	809	75
204_SA_3	3	1	809	80
205_SA_3	3	1	809	60
352_PR_5	5	2	809	70
11_SA_1	1	1	809	120
275_SA_4	4	1	809	90
276_SA_4	4	1	809	60
277_SA_4	4	1	809	120
120_SA_2	2	1	809	55
279_SA_4	4	1	809	300
280_NU_4	4	5	809	60
119_SA_2	2	1	809	60
124_SA_2	2	1	809	30
121_LC_2	2	3	809	45
122_SA_2	2	1	809	50
351_SA_5	5	1	809	60
118_SA_2	2	1	809	120
278_PR_4	4	2	809	150
116_SA_2	2	1	809	60
117_SA_2	2	1	809	140
123_SA_2	2	1	809	50
15_SA_1	1	1	815	240
125_SA_2	2	1	818	60
281_PR_4	4	2	818	70
282_LC_4	4	3	819	90
127_PR_2	2	2	824	80
206_PR_3	3	2	824	35
126_PR_2	2	2	824	180
353_SA_5	5	1	834	5
354_PR_5	5	2	836	30
16_SA_1	1	1	836	110
207_SA_3	3	1	836	50
128_SA_2	2	1	836	120
17_NU_1	1	5	841	180
129_NU_2	2	5	841	120
283_SA_4	4	1	846	180
355_LC_5	5	3	846	150
130_SA_2	2	1	846	90
356_SA_5	5	1	851	150
131_PR_2	2	2	851	215
18_SA_1	1	1	852	90
208_SA_3	3	1	852	90
209_SA_3	3	1	852	45
132_SA_2	2	1	852	20
19_SA_1	1	1	852	180
210_SA_3	3	1	852	180
284_SA_4	4	1	852	240
134_SA_2	2	1	854	60
133_SA_2	2	1	854	90
357_SA_5	5	1	854	60
285_SA_4	4	1	855	60
135_SA_2	2	1	856	60
20_SA_1	1	1	856	60
136_LC_2	2	3	856	30
286_PR_4	4	2	856	60
360_LC_5	5	3	856	10
358_PR_5	5	2	856	70
137_PR_2	2	2	856	150
359_LC_5	5	3	856	10
361_SA_5	5	1	856	10
21_NU_1	1	5	857	90
211_NU_3	3	5	857	40
362_PR_5	5	2	858	240
22_PR_1	1	2	871	60
213_LC_3	3	3	871	90
139_PR_2	2	2	871	60
140_SA_2	2	1	871	50
288_SA_4	4	1	871	60
287_PR_4	4	2	871	90
212_SA_3	3	1	871	40
138_VI_2	2	4	871	90
363_VI_5	5	4	876	10
214_VI_3	3	4	876	25
215_PR_3	3	2	876	45
23_SA_1	1	1	882	90
24_PR_1	1	2	883	100
289_LC_4	4	3	887	110
25_PR_1	1	2	887	90
141_NU_2	2	5	888	150
26_NU_1	1	5	888	420
27_LC_1	1	3	893	180
216_SA_3	3	1	895	80
