_salida_1.txt	22	51	47	32	16
_salida_1.txt	20	96	39	31	83
_salida_1.txt	42	1	41	93	100
_salida_1.txt	59	44	24	89	97
_salida_1.txt	38	54	18	93	62
_salida_1.txt	22	39	44	43	55
_salida_1.txt	2	19	48	59	17
_salida_1.txt	93	99	55	61	27
_salida_1.txt	99	25	57	94	46
_salida_1.txt	61	44	15	20	72
_salida_1.txt	58	99	24	95	94
_salida_1.txt	62	95	92	64	28
_salida_1.txt	49	12	74	64	93
_salida_1.txt	86	77	89	29	79
_salida_1.txt	29	59	5	34	73
_salida_1.txt	75	20	95	53	32
_salida_1.txt	100	80	46	77	23
_salida_1.txt	8	17	97	34	39
_salida_1.txt	59	20	75	53	8
_salida_1.txt	41	46	65	76	84
_salida_1.txt	91	66	29	60	98
_salida_1.txt	45	36	55	40	62
_salida_1.txt	12	53	89	85	27
_salida_1.txt	85	74	25	75	81
_salida_1.txt	94	98	34	21	46
_salida_1.txt	88	47	61	56	84
_salida_1.txt	8	98	70	16	80
_salida_1.txt	37	76	79	98	24
_salida_1.txt	25	64	69	88	58
_salida_1.txt	24	48	68	23	85
_salida_1.txt	86	31	64	28	70
_salida_1.txt	91	24	22	94	101
_salida_1.txt	60	88	29	64	62
_salida_1.txt	83	43	101	102	103
_salida_1.txt	79	92	20	95	49
_salida_1.txt	74	29	1	50	39
_salida_1.txt	18	62	59	81	42
_salida_1.txt	24	40	68	77	85
_salida_1.txt	42	5	44	17	28
_salida_1.txt	19	17	101	102	103
_salida_1.txt	40	49	31	22	50
_salida_1.txt	99	79	32	44	43
_salida_1.txt	47	99	88	2	48
_salida_1.txt	11	76	95	64	38
_salida_1.txt	75	38	51	16	74
_salida_1.txt	41	80	22	54	39
_salida_1.txt	11	51	101	102	103
_salida_1.txt	15	1	28	61	87
_salida_1.txt	29	5	47	50	69
_salida_1.txt	49	25	29	28	99
_salida_1.txt	57	15	101	102	103
_salida_1.txt	70	15	101	102	103
_salida_1.txt	58	10	53	86	46
_salida_1.txt	1	20	35	28	12
_salida_1.txt	100	8	18	1	41
_salida_1.txt	25	34	29	87	66
_salida_1.txt	48	65	38	19	97
_salida_1.txt	93	47	19	44	101
_salida_1.txt	83	68	101	102	103
_salida_1.txt	54	34	88	24	101
_salida_1.txt	22	60	31	89	54
_salida_1.txt	50	82	40	63	35
_salida_1.txt	39	20	34	100	40
_salida_1.txt	41	73	5	58	66
_salida_1.txt	23	56	44	45	30
_salida_1.txt	60	87	21	94	101
_salida_1.txt	81	75	91	14	67
_salida_1.txt	75	61	51	29	15
_salida_1.txt	3	31	5	81	99
_salida_1.txt	12	64	86	4	96
_salida_1.txt	20	64	89	14	56
_salida_1.txt	84	63	39	69	91
_salida_1.txt	75	9	101	102	103
_salida_1.txt	27	72	101	102	103
_salida_1.txt	57	12	6	11	4
_salida_1.txt	13	35	53	66	98
_salida_1.txt	56	46	98	48	95
_salida_1.txt	67	59	80	50	32
_salida_1.txt	28	96	58	56	69
_salida_1.txt	25	73	21	36	45
_salida_1.txt	58	63	93	20	53
_salida_1.txt	90	30	98	59	101
_salida_1.txt	14	31	33	82	58
_salida_1.txt	64	61	8	100	72
_salida_1.txt	15	78	28	101	102
_salida_1.txt	1	21	98	14	85
_salida_1.txt	35	40	68	77	85
_salida_1.txt	9	39	101	102	103
_salida_1.txt	41	14	65	59	88
_salida_1.txt	48	99	73	22	31
_salida_1.txt	58	87	73	1	59
_salida_1.txt	55	58	60	20	51
_salida_1.txt	7	90	101	102	103
_salida_1.txt	7	68	101	102	103
_salida_1.txt	82	95	99	30	54
_salida_1.txt	9	50	101	102	103
_salida_1.txt	55	23	25	85	89
_salida_1.txt	20	100	25	27	65
_salida_1.txt	18	95	16	52	74
_salida_1.txt	98	65	38	10	83
_salida_1.txt	77	65	99	57	98
_salida_1.txt	9	51	101	102	103
_salida_1.txt	17	8	101	102	103
_salida_1.txt	80	66	79	64	95
_salida_1.txt	92	36	30	94	96
_salida_1.txt	98	8	87	28	77
_salida_1.txt	35	61	65	53	39
_salida_1.txt	18	31	3	68	101
_salida_1.txt	16	87	46	55	60
_salida_1.txt	3	23	61	79	76
_salida_1.txt	34	29	100	38	2
_salida_1.txt	33	1	84	56	54
_salida_1.txt	76	12	21	36	78
_salida_1.txt	49	7	101	102	103
_salida_1.txt	5	89	6	80	79
_salida_1.txt	41	47	65	80	55
_salida_1.txt	41	86	63	76	84
_salida_1.txt	55	54	25	95	52
_salida_1.txt	9	80	101	102	103
_salida_1.txt	83	27	101	102	103
_salida_1.txt	27	77	101	102	103
_salida_1.txt	30	4	69	89	93
_salida_1.txt	38	61	28	92	2
_salida_1.txt	1	78	48	41	10
_salida_1.txt	41	60	45	48	82
_salida_1.txt	57	93	66	31	44
_salida_1.txt	56	27	101	102	103
_salida_1.txt	85	50	65	58	56
_salida_1.txt	69	32	66	36	14
_salida_1.txt	19	72	10	101	102
_salida_1.txt	91	86	42	32	65
_salida_1.txt	46	12	75	45	96
_salida_1.txt	94	89	91	61	59
_salida_1.txt	30	59	47	58	36
_salida_1.txt	13	32	28	76	41
_salida_1.txt	11	63	29	77	52
_salida_1.txt	46	81	100	40	78
_salida_1.txt	13	35	53	66	89
_salida_1.txt	7	33	101	102	103
_salida_1.txt	23	9	101	102	103
_salida_1.txt	88	25	97	61	38
_salida_1.txt	80	40	58	12	60
_salida_1.txt	65	15	67	98	22
_salida_1.txt	21	79	88	25	101
_salida_1.txt	67	89	100	6	27
_salida_1.txt	36	48	2	93	23
_salida_1.txt	2	47	90	76	84
_salida_1.txt	41	90	20	12	84
_salida_1.txt	99	96	38	39	88
_salida_1.txt	35	100	87	25	21
_salida_1.txt	55	69	37	100	17
_salida_1.txt	41	46	65	67	76
_salida_1.txt	97	94	73	18	98
_salida_1.txt	41	32	61	76	96
_salida_1.txt	60	47	81	93	8
_salida_1.txt	22	96	86	60	36
_salida_1.txt	82	26	101	102	103
_salida_1.txt	51	38	25	58	90
_salida_1.txt	64	62	57	43	101
_salida_1.txt	59	14	22	94	100
_salida_1.txt	83	19	101	102	103
_salida_1.txt	93	90	28	67	31
_salida_1.txt	41	74	48	69	84
_salida_1.txt	8	16	42	34	66
_salida_1.txt	5	18	61	14	35
_salida_1.txt	87	28	15	78	6
_salida_1.txt	30	73	38	46	57
_salida_1.txt	54	66	38	52	41
_salida_1.txt	51	8	2	64	16
_salida_1.txt	47	90	74	87	42
_salida_1.txt	46	59	77	64	18
_salida_1.txt	44	67	68	99	85
_salida_1.txt	85	24	99	48	21
_salida_1.txt	41	47	59	76	84
_salida_1.txt	75	70	101	102	103
_salida_1.txt	27	88	50	30	101
_salida_1.txt	80	49	62	92	28
_salida_1.txt	67	53	25	48	61
_salida_1.txt	62	95	101	102	103
_salida_1.txt	4	28	51	95	84
_salida_1.txt	38	44	95	39	54
_salida_1.txt	73	6	57	78	97
_salida_1.txt	41	47	65	95	61
_salida_1.txt	2	29	81	61	73
_salida_1.txt	70	72	101	102	103
_salida_1.txt	51	77	101	102	103
_salida_1.txt	57	72	40	101	102
_salida_1.txt	37	79	4	84	100
_salida_1.txt	28	65	56	84	79
_salida_1.txt	41	93	65	76	84
_salida_1.txt	76	61	40	50	66
_salida_1.txt	62	70	101	102	103
_salida_1.txt	14	70	101	102	103
_salida_1.txt	41	65	47	87	14
_salida_1.txt	77	6	40	20	38
_salida_1.txt	41	23	65	76	84
_salida_2.txt	39	68	85	60	4
_salida_2.txt	27	85	13	58	78
_salida_2.txt	34	73	66	40	24
_salida_2.txt	34	73	66	40	24
_salida_2.txt	77	64	27	40	2
_salida_2.txt	65	66	14	48	83
_salida_2.txt	7	89	60	3	24
_salida_2.txt	48	30	63	83	42
_salida_2.txt	62	42	36	86	81
_salida_2.txt	58	83	3	62	47
_salida_2.txt	76	67	19	32	50
_salida_2.txt	20	10	35	18	72
_salida_2.txt	39	64	12	63	67
_salida_2.txt	36	25	77	17	51
_salida_2.txt	10	90	62	51	35
_salida_2.txt	32	61	80	11	75
_salida_2.txt	10	3	73	22	25
_salida_2.txt	25	65	48	44	23
_salida_2.txt	26	29	77	34	67
_salida_2.txt	81	4	39	7	32
_salida_2.txt	34	29	47	45	4
_salida_2.txt	28	18	84	25	19
_salida_2.txt	52	70	38	82	81
_salida_2.txt	30	68	29	9	52
_salida_2.txt	22	28	72	63	60
_salida_2.txt	39	14	59	78	88
_salida_2.txt	42	82	69	18	35
_salida_2.txt	33	80	57	84	30
_salida_2.txt	68	79	72	19	40
_salida_2.txt	17	7	88	47	79
