param n_cols := 66;
param col_ini : 1 2 3 4 5 :=
1	42	28	22	48	60
2	23	12	27	38	58
3	53	31	58	27	51
4	51	20	14	35	6
5	12	24	54	28	14
6	15	24	42	31	12
7	59	53	27	31	2
8	58	2	54	9	17
9	5	13	41	9	46
10	19	15	37	60	57
11	5	13	41	52	34
12	27	42	18	52	54
13	59	55	47	11	24
14	11	33	56	37	53
15	46	45	34	4	20
16	51	38	52	31	35
17	41	8	14	50	18
18	50	19	3	36	28
19	32	39	40	57	8
20	14	24	23	19	51
21	6	4	34	55	13
22	4	52	47	41	17
23	59	54	6	39	36
24	9	7	29	39	6
25	2	24	13	5	46
26	16	7	46	47	21
27	26	48	25	49	10
28	30	32	39	28	43
29	30	20	38	33	44
30	44	33	13	45	3
31	59	18	24	38	7
32	14	32	4	36	39
33	9	18	35	60	27
34	48	29	5	17	26
35	22	60	65	66	67
36	3	2	14	42	35
37	20	15	18	54	19
38	45	7	56	9	33
39	56	18	37	38	65
40	20	53	2	37	24
41	22	18	65	66	67
42	58	60	65	66	67
43	12	2	65	66	67
44	42	2	31	65	66
45	43	17	26	65	66
46	29	21	9	55	57
47	3	53	52	37	14
48	53	54	65	66	67
49	23	50	65	66	67
50	51	20	65	66	67
51	47	21	26	33	41
52	34	37	65	66	67
53	17	13	55	1	29
54	23	39	65	66	67
55	32	15	65	66	67
56	48	49	65	66	67
57	50	19	65	66	67
58	12	37	65	66	67
59	41	5	11	47	57
60	18	60	65	66	67
61	41	29	59	49	1
62	12	31	65	66	67
63	24	38	65	66	67
64	6	15	65	66	67
65	35	18	65	66	67
66	26	59	65	66	67
;
