#cliente	day	place	penalty	service
191_PR_3	3	2	13756	60
101_PR_2	2	2	13756	60
1_PR_1	1	2	14641	90
341_SA_5	5	1	15063	70
102_SA_2	2	1	15200	120
2_SA_1	1	1	15323	90
103_SA_2	2	1	15378	120
104_LC_2	2	3	15694	120
271_PR_4	4	2	15768	60
105_LC_2	2	3	15922	200
342_PR_5	5	2	16067	60
192_PR_3	3	2	16197	130
193_LC_3	3	3	16231	70
272_LC_4	4	3	16317	130
273_LC_4	4	3	16590	90
343_LC_5	5	3	16896	45
274_SA_4	4	1	16943	60
3_SA_1	1	1	17070	75
106_NU_2	2	5	17105	75
107_PR_2	2	2	17166	30
344_LC_5	5	3	17368	120
108_LC_2	2	3	17368	10
345_SA_5	5	1	17430	150
194_PR_3	3	2	17440	20
4_LC_1	1	3	17485	120
195_SA_3	3	1	17598	150
5_SA_1	1	1	17605	90
197_SA_3	3	1	17605	120
346_LC_5	5	3	17605	70
199_SA_3	3	1	17605	80
196_PR_3	3	2	17605	45
198_SA_3	3	1	17605	60
6_SA_1	1	1	17724	30
200_SA_3	3	1	17724	60
201_LC_3	3	3	17724	270
347_SA_5	5	1	17730	20
7_SA_1	1	1	17789	290
202_SA_3	3	1	17789	180
8_SA_1	1	1	17789	60
110_SA_2	2	1	17789	120
111_SA_2	2	1	17789	120
112_SA_2	2	1	17789	60
109_SA_2	2	1	17789	110
114_SA_2	2	1	17789	60
113_SA_2	2	1	17789	60
203_SA_3	3	1	17789	45
115_PR_2	2	2	18071	90
348_SA_5	5	1	18113	60
349_SA_5	5	1	18113	15
9_SA_1	1	1	18130	360
10_SA_1	1	1	18130	60
13_SA_1	1	1	18130	60
14_SA_1	1	1	18130	90
350_SA_5	5	1	18130	180
12_SA_1	1	1	18130	75
204_SA_3	3	1	18130	80
205_SA_3	3	1	18130	60
352_PR_5	5	2	18130	70
11_SA_1	1	1	18130	120
275_SA_4	4	1	18130	90
276_SA_4	4	1	18130	60
277_SA_4	4	1	18130	120
120_SA_2	2	1	18130	55
279_SA_4	4	1	18130	300
280_NU_4	4	5	18130	60
119_SA_2	2	1	18130	60
124_SA_2	2	1	18130	30
121_LC_2	2	3	18130	45
122_SA_2	2	1	18130	50
351_SA_5	5	1	18130	60
118_SA_2	2	1	18130	120
278_PR_4	4	2	18130	150
116_SA_2	2	1	18130	60
117_SA_2	2	1	18130	140
123_SA_2	2	1	18130	50
15_SA_1	1	1	18186	240
125_SA_2	2	1	18290	60
281_PR_4	4	2	18290	70
282_LC_4	4	3	18296	90
127_PR_2	2	2	18340	80
206_PR_3	3	2	18340	35
126_PR_2	2	2	18340	180
353_SA_5	5	1	18415	5
354_PR_5	5	2	18460	30
16_SA_1	1	1	18470	110
207_SA_3	3	1	18470	50
128_SA_2	2	1	18523	120
17_NU_1	1	5	18579	180
129_NU_2	2	5	18579	120
283_SA_4	4	1	18588	180
355_LC_5	5	3	18760	150
130_SA_2	2	1	18760	90
356_SA_5	5	1	18804	150
131_PR_2	2	2	18807	215
18_SA_1	1	1	18913	90
208_SA_3	3	1	18913	90
209_SA_3	3	1	18913	45
132_SA_2	2	1	18913	20
19_SA_1	1	1	18974	180
210_SA_3	3	1	18974	180
284_SA_4	4	1	18974	240
134_SA_2	2	1	19009	60
133_SA_2	2	1	19009	90
357_SA_5	5	1	19009	60
285_SA_4	4	1	19091	60
135_SA_2	2	1	19119	60
20_SA_1	1	1	19119	60
136_LC_2	2	3	19125	30
286_PR_4	4	2	19216	60
360_LC_5	5	3	19216	10
358_PR_5	5	2	19216	70
137_PR_2	2	2	19216	150
359_LC_5	5	3	19216	10
361_SA_5	5	1	19216	10
21_NU_1	1	5	19238	90
211_NU_3	3	5	19238	40
362_PR_5	5	2	19293	240
22_PR_1	1	2	19403	60
213_LC_3	3	3	19403	90
139_PR_2	2	2	19403	60
140_SA_2	2	1	19403	50
288_SA_4	4	1	19403	60
287_PR_4	4	2	19403	90
212_SA_3	3	1	19403	40
138_VI_2	2	4	19403	90
363_VI_5	5	4	19417	10
214_VI_3	3	4	19417	25
215_PR_3	3	2	19430	45
23_SA_1	1	1	19443	90
24_PR_1	1	2	19454	100
289_LC_4	4	3	19502	110
25_PR_1	1	2	19540	90
141_NU_2	2	5	19576	150
26_NU_1	1	5	19576	420
27_LC_1	1	3	19600	180
216_SA_3	3	1	19619	80
28_SA_1	1	1	19636	30
29_SA_1	1	1	19728	60
364_PR_5	5	2	19732	1
217_SA_3	3	1	19798	150
365_SA_5	5	1	19798	120
290_SA_4	4	1	19798	60
291_SA_4	4	1	19822	150
292_PR_4	4	2	19950	50
293_PR_4	4	2	19950	165
294_SA_4	4	1	19987	90
142_LC_2	2	3	20015	50
218_SA_3	3	1	20087	120
219_SA_3	3	1	20087	90
143_SA_2	2	1	20087	180
144_SA_2	2	1	20178	90
145_LC_2	2	3	20181	60
146_SA_2	2	1	20181	165
147_LC_2	2	3	20181	30
220_PR_3	3	2	20181	60
30_PR_1	1	2	20239	60
295_LC_4	4	3	20251	60
366_SA_5	5	1	20265	20
32_SA_1	1	1	20269	90
31_SA_1	1	1	20269	90
367_PR_5	5	2	20275	15
33_LC_1	1	3	20293	150
221_PR_3	3	2	20319	35
296_SA_4	4	1	20370	90
222_PR_3	3	2	20372	60
223_PR_3	3	2	20375	40
224_PR_3	3	2	20377	50
34_LC_1	1	3	20378	80
148_SA_2	2	1	20392	90
368_PR_5	5	2	20417	5
369_SA_5	5	1	20442	120
370_SA_5	5	1	20442	140
225_SA_3	3	1	20444	80
