param: place penalty service :=
1 1 26319 70
2 2 32648 60
3 4 31688 45
4 4 29982 120
5 1 32677 150
6 4 28848 70
7 1 29442 20
8 1 31132 60
9 1 31132 15
10 1 30870 180
11 1 30870 60
12 2 30870 70
13 1 31457 5
14 2 32052 30
15 4 32819 150
16 1 30576 150
17 1 31338 60
18 2 27951 70
19 4 27951 10
20 4 27951 10
21 1 27951 10
22 2 28529 240
23 4 26327 10
24 2 32497 1
25 1 31448 120
26 1 22786 20
27 2 23683 15
28 2 24664 5
29 1 33336 120
30 1 33336 140
31 2 24152 30
32 4 29817 60
33 1 33386 60
34 2 29449 105
35 2 23421 170
36 2 34885 75
37 2 30121 30
38 2 28288 30
39 4 23287 60
40 4 23695 234
41 1 26253 60
42 2 23395 30
43 1 25657 240
44 1 29839 240
45 1 30015 60
46 1 30696 90
47 1 29472 90
48 1 28399 60
49 1 22727 90
50 4 30802 180
51 4 33685 75
52 2 27518 35
53 2 27518 150
54 2 25655 75
55 1 27860 90
56 1 30081 60
57 1 30081 10
58 5 30441 150
59 1 26855 60
60 2 31730 45
61 6 0 0
62 6 0 0
63 6 0 0
;
