param: place penalty service :=
1 2 13174 90
2 1 15860 90
3 1 20494 75
4 3 22727 120
5 1 23175 90
6 1 23382 30
7 1 23727 290
8 1 23727 60
9 1 24225 360
10 1 24225 60
11 1 24225 60
12 1 24225 90
13 1 24225 75
14 1 24225 120
15 1 24349 240
16 1 24882 110
17 5 25011 180
18 1 25411 90
19 1 25546 180
20 1 25768 60
21 5 26169 90
22 2 26320 60
23 1 26577 90
24 2 26648 100
25 2 26884 90
26 5 26936 420
27 3 27309 180
28 1 27394 30
29 1 27575 60
30 2 28426 60
31 1 28549 90
32 1 28549 90
33 3 29018 150
34 3 29391 80
35 1 29707 105
36 3 29737 60
37 2 30296 80
38 2 30296 60
39 3 30372 90
40 1 30837 60
41 3 31094 120
42 2 31094 60
43 1 31349 207
44 2 31517 25
45 4 32098 75
46 1 32252 90
47 1 32252 90
48 1 32847 60
49 1 32847 60
50 3 33349 80
51 1 33564 90
52 2 34404 30
53 5 34429 90
54 3 34549 60
55 3 34549 60
56 3 34624 150
57 1 34975 60
58 1 34975 60
59 1 34975 60
60 3 35021 90
61 1 35064 10
62 1 35064 150
63 1 35064 30
64 1 35064 30
65 1 35064 75
66 2 35537 75
67 1 35839 60
68 1 35912 120
69 4 35962 60
70 2 36147 520
71 1 36147 180
72 2 36609 120
73 1 36609 195
74 1 37099 60
75 1 37101 75
76 1 37558 100
77 1 37568 120
78 1 37902 60
79 1 37902 100
80 1 38101 90
81 1 38180 60
82 4 38383 30
83 1 38683 240
84 3 38832 15
85 2 38964 70
86 2 39110 90
87 1 39671 60
88 3 39733 120
89 2 40993 70
90 1 41925 90
91 2 42689 120
92 1 43568 60
93 1 43868 90
94 5 43903 160
95 1 43942 140
96 4 44187 50
97 2 44192 10
98 2 44192 20
99 1 45148 75
100 2 49516 60
101 6 0 0
102 6 0 0
103 6 0 0
;
